PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP1.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP1.mLb.clN_peak_10815	chr3R	31945779	31946237	+	16	NA	intron (FBgn0011224, intron 5 of 15)	-intron (FBgn0011224, intron 4 of 13)	-40841	FBgn0039886	FBgn0039886	FBtr0085871						NA
AkaaF3Heat_REP1.mLb.clN_peak_3710	chr2R	15038299	15039001	+	16	NA	exon (FBgn0287864, exon 8 of 12)	-exon (FBgn0287864, exon 8 of 12)	11705	FBgn0263613	FBgn0263613	FBtr0309977						NA
AkaaF3Heat_REP1.mLb.clN_peak_1228	chr2L	13000499	13000683	+	16	NA	promoter-TSS (FBgn0032465)	-promoter-TSS (FBgn0032465)	44	FBgn0032465	FBgn0032465	FBtr0080430						NA
AkaaF3Heat_REP1.mLb.clN_peak_10403	chr3R	28471702	28471846	+	16	NA	intron (FBgn0039584, intron 5 of 6)	-intron (FBgn0039584, intron 5 of 6)	-12783	FBgn0039585	FBgn0039585	FBtr0085290						NA
AkaaF3Heat_REP1.mLb.clN_peak_6186	chr3L	11246110	11246425	+	16	NA	promoter-TSS (FBgn0265924)	-promoter-TSS (FBgn0265924)	-686	FBgn0265924	FBgn0265924	FBtr0342863						NA
AkaaF3Heat_REP1.mLb.clN_peak_5278	chr3L	2701256	2701576	+	16	NA	intron (FBgn0264606, intron 1 of 16)	-intron (FBgn0264606, intron 1 of 17)	10274	FBgn0264606	FBgn0264606	FBtr0333632						NA
AkaaF3Heat_REP1.mLb.clN_peak_8184	chr3R	7216792	7216920	+	16	NA	TTS (FBgn0037486)	-TTS (FBgn0037486)	227	FBgn0037485	FBgn0037485	FBtr0452102						NA
AkaaF3Heat_REP1.mLb.clN_peak_8491	chr3R	9711028	9711369	+	16	NA	promoter-TSS (FBgn0278604)	-promoter-TSS (FBgn0278604)	56	FBgn0278604	FBgn0278604	FBtr0082086						NA
AkaaF3Heat_REP1.mLb.clN_peak_475	chr2L	4846747	4847344	+	16	NA	promoter-TSS (FBgn0031638)	-promoter-TSS (FBgn0031638)	250	FBgn0031637	FBgn0031637	FBtr0332479						NA
AkaaF3Heat_REP1.mLb.clN_peak_717	chr2L	7240527	7240738	+	16	NA	promoter-TSS (FBgn0259111)	-promoter-TSS (FBgn0259111)	-129	FBgn0259111	FBgn0259111	FBtr0331659						NA
AkaaF3Heat_REP1.mLb.clN_peak_8512	chr3R	9955000	9955210	+	16	NA	exon (FBgn0267336, exon 5 of 5)	-exon (FBgn0267336, exon 5 of 5)	30955	FBgn0037770	FBgn0037770	FBtr0333687						NA
AkaaF3Heat_REP1.mLb.clN_peak_2856	chr2R	8106296	8106419	+	16	NA	promoter-TSS (FBgn0033261)	-promoter-TSS (FBgn0033261)	-28	FBgn0033261	FBgn0033261	FBtr0088782						NA
AkaaF3Heat_REP1.mLb.clN_peak_4726	chr2R	23595325	23595630	+	16	NA	intron (FBgn0015903, intron 2 of 5)	-intron (FBgn0015903, intron 1 of 4)	-1115	FBgn0015903	FBgn0015903	FBtr0332926						NA
AkaaF3Heat_REP1.mLb.clN_peak_853	chr2L	8574970	8575624	+	16	NA	intron (FBgn0011259, intron 3 of 20)	-intron (FBgn0011259, intron 3 of 21)	4409	FBgn0051895	FBgn0051895	FBtr0079692						NA
AkaaF3Heat_REP1.mLb.clN_peak_7386	chr3L	21734271	21734494	+	16	NA	promoter-TSS (FBgn0037124)	-promoter-TSS (FBgn0037124)	283	FBgn0037125	FBgn0037125	FBtr0078433						NA
AkaaF3Heat_REP1.mLb.clN_peak_182	chr2L	1695133	1696321	+	16	NA	exon (FBgn0086758, exon 7 of 7)	-exon (FBgn0086758, exon 7 of 7)	-9404	FBgn0011570	FBgn0011570	FBtr0331630						NA
AkaaF3Heat_REP1.mLb.clN_peak_11796	chrX	6549619	6549770	+	16	NA	intron (FBgn0085446, intron 1 of 12)	-intron (FBgn0085446, intron 2 of 3)	3575	FBgn0085446	FBgn0085446	FBtr0345070						NA
AkaaF3Heat_REP1.mLb.clN_peak_3795	chr2R	15861368	15861974	+	16	NA	promoter-TSS (FBgn0022160)	-promoter-TSS (FBgn0022160)	-327	FBgn0022160	FBgn0022160	FBtr0087307						NA
AkaaF3Heat_REP1.mLb.clN_peak_3782	chr2R	15752076	15752736	+	16	NA	intron (FBgn0050089, intron 1 of 3)	-intron (FBgn0050089, intron 3 of 6)	16910	FBgn0050089	FBgn0050089	FBtr0340007						NA
AkaaF3Heat_REP1.mLb.clN_peak_8647	chr3R	11421801	11422096	+	16	NA	promoter-TSS (FBgn0037897)	-promoter-TSS (FBgn0037897)	-144	FBgn0037897	FBgn0037897	FBtr0082387						NA
AkaaF3Heat_REP1.mLb.clN_peak_10119	chr3R	25737786	25738626	+	16	NA	exon (FBgn0267771, exon 1 of 1)	-exon (FBgn0267771, exon 1 of 1)	179	FBgn0267771	FBgn0267771	FBtr0347335						NA
AkaaF3Heat_REP1.mLb.clN_peak_2422	chr2R	4867080	4867210	+	16	NA	Intergenic	Intergenic	37899	FBgn0033000	FBgn0033000	FBtr0345361						NA
AkaaF3Heat_REP1.mLb.clN_peak_217	chr2L	2044803	2045612	+	16	NA	promoter-TSS (FBgn0028952)	-promoter-TSS (FBgn0028952)	174	FBgn0266836	FBgn0266836	FBtr0345564						NA
AkaaF3Heat_REP1.mLb.clN_peak_4627	chr2R	22936777	22936889	+	16	NA	promoter-TSS (FBgn0034803)	-promoter-TSS (FBgn0034803)	-109	FBgn0034802	FBgn0034802	FBtr0071994						NA
AkaaF3Heat_REP1.mLb.clN_peak_7115	chr3L	19483791	19484307	+	16	NA	exon (FBgn0036874, exon 1 of 1)	-exon (FBgn0036874, exon 1 of 1)	2449	FBgn0036874	FBgn0036874	FBtr0074982						NA
AkaaF3Heat_REP1.mLb.clN_peak_13135	chrX	19119995	19120199	+	16	NA	Intergenic	Intergenic	4291	FBgn0030983	FBgn0030983	FBtr0074703						NA
AkaaF3Heat_REP1.mLb.clN_peak_12241	chrX	10920011	10920461	+	16	NA	exon (FBgn0264502, exon 8 of 8)	-exon (FBgn0264502, exon 8 of 8)	-3736	FBgn0003965	FBgn0003965	FBtr0073386						NA
AkaaF3Heat_REP1.mLb.clN_peak_11273	chrX	2041310	2042365	+	16	NA	promoter-TSS (FBgn0003964)	-promoter-TSS (FBgn0003964)	-31	FBgn0025632	FBgn0025632	FBtr0340109						NA
AkaaF3Heat_REP1.mLb.clN_peak_8873	chr3R	13525738	13526065	+	16	NA	Intergenic	Intergenic	-2366	FBgn0038157	FBgn0038157	FBtr0082791						NA
AkaaF3Heat_REP1.mLb.clN_peak_10231	chr3R	26836636	26836984	+	16	NA	intron (FBgn0262473, intron 3 of 4)	-intron (FBgn0262473, intron 2 of 3)	-10999	FBgn0267742	FBgn0267742	FBtr0347310						NA
AkaaF3Heat_REP1.mLb.clN_peak_2687	chr2R	6910063	6910243	+	16	NA	intron (FBgn0050158, intron 4 of 7)	-intron (FBgn0050158, intron 4 of 7)	-13213	FBgn0033117	FBgn0033117	FBtr0336740						NA
AkaaF3Heat_REP1.mLb.clN_peak_3336	chr2R	11825240	11825393	+	16	NA	promoter-TSS (FBgn0033653)	-promoter-TSS (FBgn0033653)	-29	FBgn0033653	FBgn0033653	FBtr0088031						NA
AkaaF3Heat_REP1.mLb.clN_peak_10646	chr3R	30616347	30616756	+	16	NA	Intergenic	Intergenic	4523	FBgn0267131	FBgn0267131	FBtr0346227						NA
AkaaF3Heat_REP1.mLb.clN_peak_11657	chrX	5068289	5068766	+	16	NA	exon (FBgn0003028, exon 3 of 4)	-exon (FBgn0003028, exon 3 of 4)	-4659	FBgn0266096	FBgn0266096	FBtr0343542						NA
AkaaF3Heat_REP1.mLb.clN_peak_11394	chrX	2923880	2924206	+	16	NA	TTS (FBgn0025643)	-TTS (FBgn0025643)	3215	FBgn0025644	FBgn0025644	FBtr0070563						NA
AkaaF3Heat_REP1.mLb.clN_peak_4837	chr2R	24560862	24561125	+	16	NA	promoter-TSS (FBgn0035024)	-promoter-TSS (FBgn0035024)	60	FBgn0016687	FBgn0016687	FBtr0072343						NA
AkaaF3Heat_REP1.mLb.clN_peak_3386	chr2R	12336463	12336750	+	16	NA	promoter-TSS (FBgn0011877)	-promoter-TSS (FBgn0011877)	-127	FBgn0011877	FBgn0011877	FBtr0087901						NA
AkaaF3Heat_REP1.mLb.clN_peak_9681	chr3R	21270060	21270204	+	16	NA	promoter-TSS (FBgn0038876)	-promoter-TSS (FBgn0038876)	6	FBgn0038876	FBgn0038876	FBtr0084055						NA
AkaaF3Heat_REP1.mLb.clN_peak_2799	chr2R	7688881	7689090	+	16	NA	intron (FBgn0033212, intron 1 of 18)	-intron (FBgn0033212, intron 1 of 18)	9917	FBgn0033212	FBgn0033212	FBtr0332912						NA
AkaaF3Heat_REP1.mLb.clN_peak_9761	chr3R	21936827	21936980	+	16	NA	Intergenic	Intergenic	23156	FBgn0038919	FBgn0038919	FBtr0084150						NA
AkaaF3Heat_REP1.mLb.clN_peak_6599	chr3L	14908959	14909221	+	16	NA	intron (FBgn0259099, intron 1 of 10)	-intron (FBgn0259099, intron 1 of 10)	5285	FBgn0259099	FBgn0259099	FBtr0331181						NA
AkaaF3Heat_REP1.mLb.clN_peak_7633	chr3L	24972844	24974621	+	16	NA	exon (FBgn0287614, exon 1 of 2)	-exon (FBgn0287614, exon 1 of 2)	1763	FBgn0287614	FBgn0287614	FBtr0479981						NA
AkaaF3Heat_REP1.mLb.clN_peak_10115	chr3R	25680584	25680883	+	16	NA	promoter-TSS (FBgn0039358)	-promoter-TSS (FBgn0039358)	-112	FBgn0039358	FBgn0039358	FBtr0113290						NA
AkaaF3Heat_REP1.mLb.clN_peak_12506	chrX	13616051	13616983	+	16	NA	promoter-TSS (FBgn0030503)	-promoter-TSS (FBgn0030503)	69	FBgn0030502	FBgn0030502	FBtr0346118						NA
AkaaF3Heat_REP1.mLb.clN_peak_8801	chr3R	12783006	12783531	+	16	NA	promoter-TSS (FBgn0038084)	-promoter-TSS (FBgn0038084)	-52	FBgn0038084	FBgn0038084	FBtr0473583						NA
AkaaF3Heat_REP1.mLb.clN_peak_12897	chrX	17203175	17203600	+	16	NA	promoter-TSS (FBgn0030823)	-promoter-TSS (FBgn0030823)	275	FBgn0030824	FBgn0030824	FBtr0074389						NA
AkaaF3Heat_REP1.mLb.clN_peak_11378	chrX	2833078	2833217	+	16	NA	intron (FBgn0028369, intron 2 of 10)	-intron (FBgn0028369, intron 2 of 12)	23266	FBgn0040356	FBgn0040356	FBtr0070489						NA
AkaaF3Heat_REP1.mLb.clN_peak_3260	chr2R	11307046	11307303	+	16	NA	promoter-TSS (FBgn0033616)	-promoter-TSS (FBgn0033616)	354	FBgn0025373	FBgn0025373	FBtr0088170						NA
AkaaF3Heat_REP1.mLb.clN_peak_8139	chr3R	6865444	6865761	+	16	NA	exon (FBgn0001077, exon 2 of 2)	-exon (FBgn0001077, exon 2 of 2)	1278	FBgn0001077	FBgn0001077	FBtr0081625						NA
AkaaF3Heat_REP1.mLb.clN_peak_7442	chr3L	22091115	22092359	+	16	NA	Intergenic	Intergenic	9017	FBgn0004414	FBgn0004414	FBtr0334114						NA
AkaaF3Heat_REP1.mLb.clN_peak_10711	chr3R	31133458	31133618	+	16	NA	promoter-TSS (FBgn0013973)	-promoter-TSS (FBgn0013973)	-854	FBgn0013973	FBgn0013973	FBtr0085753						NA
AkaaF3Heat_REP1.mLb.clN_peak_9026	chr3R	15027764	15027956	+	16	NA	Intergenic	Intergenic	-9506	FBgn0038281	FBgn0038281	FBtr0083024						NA
AkaaF3Heat_REP1.mLb.clN_peak_8761	chr3R	12387839	12388240	+	16	NA	promoter-TSS (FBgn0085431)	-promoter-TSS (FBgn0085431)	851	FBgn0053098	FBgn0053098	FBtr0332162						NA
AkaaF3Heat_REP1.mLb.clN_peak_2198	chr2L	21683917	21684057	+	16	NA	promoter-TSS (FBgn0051619)	-promoter-TSS (FBgn0051619)	-119	FBgn0051619	FBgn0051619	FBtr0339132						NA
AkaaF3Heat_REP1.mLb.clN_peak_11450	chrX	3392572	3393272	+	16	NA	intron (FBgn0029657, intron 3 of 3)	-intron (FBgn0029657, intron 3 of 3)	19763	FBgn0262656	FBgn0262656	FBtr0331605						NA
AkaaF3Heat_REP1.mLb.clN_peak_9359	chr3R	18226599	18226986	+	16	NA	promoter-TSS (FBgn0038586)	-promoter-TSS (FBgn0038586)	396	FBgn0262559	FBgn0262559	FBtr0083563						NA
AkaaF3Heat_REP1.mLb.clN_peak_9973	chr3R	24047243	24047705	+	16	NA	promoter-TSS (FBgn0043455)	-promoter-TSS (FBgn0043455)	247	FBgn0005649	FBgn0005649	FBtr0084591						NA
AkaaF3Heat_REP1.mLb.clN_peak_1486	chr2L	15155519	15155877	+	16	NA	Intergenic	Intergenic	4428	FBgn0265996	FBgn0265996	FBtr0343106						NA
AkaaF3Heat_REP1.mLb.clN_peak_11834	chrX	6875109	6875236	+	16	NA	promoter-TSS (FBgn0263993)	-promoter-TSS (FBgn0263993)	6945	FBgn0263993	FBgn0263993	FBtr0330267						NA
AkaaF3Heat_REP1.mLb.clN_peak_11174	chrX	1252078	1252457	+	16	NA	intron (FBgn0028550, intron 1 of 3)	-intron (FBgn0028550, intron 2 of 4)	-12383	FBgn0026876	FBgn0026876	FBtr0070245						NA
AkaaF3Heat_REP1.mLb.clN_peak_10379	chr3R	28259611	28260000	+	16	NA	Intergenic	Intergenic	3817	FBgn0262588	FBgn0262588	FBtr0305117						NA
AkaaF3Heat_REP1.mLb.clN_peak_4469	chr2R	21571328	21571451	+	16	NA	promoter-TSS (FBgn0034636)	-promoter-TSS (FBgn0034636)	4646	FBgn0034636	FBgn0034636	FBtr0308642						NA
AkaaF3Heat_REP1.mLb.clN_peak_2125	chr2L	21016424	21017102	+	16	NA	intron (FBgn0250867, intron 3 of 5)	-intron (FBgn0250867, intron 1 of 1)	-18012	FBgn0286733	FBgn0286733	FBtr0474087						NA
AkaaF3Heat_REP1.mLb.clN_peak_1963	chr2L	19719709	19720010	+	16	NA	exon (FBgn0000464, exon 12 of 17)	-exon (FBgn0000464, exon 12 of 17)	15861	FBgn0032815	FBgn0032815	FBtr0331243						NA
AkaaF3Heat_REP1.mLb.clN_peak_1638	chr2L	16640857	16641073	+	16	NA	intron (FBgn0259735, intron 4 of 6)	-intron (FBgn0259735, intron 2 of 4)	-11792	FBgn0265000	FBgn0265000	FBtr0335498						NA
AkaaF3Heat_REP1.mLb.clN_peak_2358	chr2R	2779190	2780085	+	16	NA	intron (FBgn0085638, intron 3 of 3)	-intron (FBgn0085638, intron 2 of 2)	67024	FBgn0085638	FBgn0085638	FBtr0301792						NA
AkaaF3Heat_REP1.mLb.clN_peak_665	chr2L	6612462	6612979	+	16	NA	intron (FBgn0031836, intron 2 of 4)	-intron (FBgn0031836, intron 2 of 4)	1033	FBgn0031836	FBgn0031836	FBtr0079293						NA
AkaaF3Heat_REP1.mLb.clN_peak_7996	chr3R	5925614	5926563	+	16	NA	intron (FBgn0083949, intron 2 of 17)	-intron (FBgn0083949, intron 2 of 17)	11772	FBgn0267400	FBgn0267400	FBtr0346725						NA
AkaaF3Heat_REP1.mLb.clN_peak_2351	chr2R	2563950	2564174	+	16	NA	intron (FBgn0058263, intron 1 of 5)	-intron (FBgn0058263, intron 1 of 4)	1323	FBgn0058263	FBgn0058263	FBtr0334936						NA
AkaaF3Heat_REP1.mLb.clN_peak_12976	chrX	17911360	17911600	+	16	NA	promoter-TSS (FBgn0030884)	-promoter-TSS (FBgn0030884)	18	FBgn0030884	FBgn0030884	FBtr0344233						NA
AkaaF3Heat_REP1.mLb.clN_peak_12516	chrX	13696618	13697037	+	16	NA	exon (FBgn0265726, exon 1 of 10)	-exon (FBgn0265726, exon 1 of 10)	4535	FBgn0265726	FBgn0265726	FBtr0340680						NA
AkaaF3Heat_REP1.mLb.clN_peak_12458	chrX	13154975	13155393	+	16	NA	promoter-TSS (FBgn0030455)	-promoter-TSS (FBgn0030455)	146	FBgn0030456	FBgn0030456	FBtr0073726						NA
AkaaF3Heat_REP1.mLb.clN_peak_11992	chrX	8409199	8409355	+	16	NA	promoter-TSS (FBgn0261793)	-promoter-TSS (FBgn0261793)	821	FBgn0262976	FBgn0262976	FBtr0307286						NA
AkaaF3Heat_REP1.mLb.clN_peak_5529	chr3L	4956085	4956633	+	16	NA	exon (FBgn0005775, exon 3 of 5)	-exon (FBgn0005775, exon 3 of 5)	24410	FBgn0035584	FBgn0035584	FBtr0073374						NA
AkaaF3Heat_REP1.mLb.clN_peak_7079	chr3L	19202256	19202506	+	16	NA	intron (FBgn0016797, intron 3 of 6)	-intron (FBgn0016797, intron 3 of 6)	-17655	FBgn0267603	FBgn0267603	FBtr0347049						NA
AkaaF3Heat_REP1.mLb.clN_peak_7826	chr3R	4680973	4681995	+	16	NA	intron (FBgn0263346, intron 3 of 13)	-intron (FBgn0263346, intron 4 of 8)	7507	FBgn0265040	FBgn0265040	FBtr0336463						NA
AkaaF3Heat_REP1.mLb.clN_peak_8505	chr3R	9884558	9885633	+	16	NA	intron (FBgn0287598, intron 1 of 6)	-intron (FBgn0267336, intron 1 of 6)	-6597	FBgn0266389	FBgn0266389	FBtr0344328						NA
AkaaF3Heat_REP1.mLb.clN_peak_7004	chr3L	18567216	18567401	+	16	NA	intron (FBgn0036790, intron 1 of 3)	-intron (FBgn0036790, intron 1 of 3)	7050	FBgn0036790	FBgn0036790	FBtr0089578						NA
AkaaF3Heat_REP1.mLb.clN_peak_10543	chr3R	29723160	29723467	+	16	NA	TTS (FBgn0039686)	-TTS (FBgn0039686)	150	FBgn0024841	FBgn0024841	FBtr0085458						NA
AkaaF3Heat_REP1.mLb.clN_peak_2039	chr2L	20477064	20477393	+	16	NA	promoter-TSS (FBgn0286916)	-promoter-TSS (FBgn0286916)	-36	FBgn0286916	FBgn0286916	FBtr0475141						NA
AkaaF3Heat_REP1.mLb.clN_peak_6613	chr3L	14987077	14987673	+	16	NA	promoter-TSS (FBgn0002778)	-promoter-TSS (FBgn0002778)	2275	FBgn0002778	FBgn0002778	FBtr0114529						NA
AkaaF3Heat_REP1.mLb.clN_peak_7876	chr3R	5037999	5038275	+	16	NA	Intergenic	Intergenic	4888	FBgn0286032	FBgn0286032	FBtr0473376						NA
AkaaF3Heat_REP1.mLb.clN_peak_8259	chr3R	7741841	7742097	+	16	NA	Intergenic	Intergenic	1791	FBgn0266240	FBgn0266240	FBtr0343905						NA
AkaaF3Heat_REP1.mLb.clN_peak_8070	chr3R	6345674	6346143	+	16	NA	promoter-TSS (FBgn0037435)	-promoter-TSS (FBgn0037435)	3	FBgn0261789	FBgn0261789	FBtr0081737						NA
AkaaF3Heat_REP1.mLb.clN_peak_3088	chr2R	10007150	10007488	+	16	NA	intron (FBgn0022382, intron 2 of 9)	-intron (FBgn0022382, intron 2 of 9)	17116	FBgn0286784	FBgn0286784	FBtr0343852						NA
AkaaF3Heat_REP1.mLb.clN_peak_3167	chr2R	10564962	10565181	+	16	NA	intron (FBgn0263102, intron 3 of 10)	-intron (FBgn0263102, intron 3 of 9)	-17811	FBgn0283426	FBgn0283426	FBtr0445179						NA
AkaaF3Heat_REP1.mLb.clN_peak_11135	chrX	1005632	1006482	+	16	NA	Intergenic	Intergenic	5586	FBgn0040338	FBgn0040338	FBtr0070184						NA
AkaaF3Heat_REP1.mLb.clN_peak_9302	chr3R	17657995	17658568	+	16	NA	TTS (FBgn0051575)	-TTS (FBgn0051575)	172	FBgn0051575	FBgn0051575	FBtr0083491						NA
AkaaF3Heat_REP1.mLb.clN_peak_5592	chr3L	5674604	5674728	+	16	NA	exon (FBgn0085447, exon 9 of 34)	-exon (FBgn0085447, exon 9 of 34)	-3874	FBgn0085447	FBgn0085447	FBtr0481660						NA
AkaaF3Heat_REP1.mLb.clN_peak_4053	chr2R	18248742	18249284	+	16	NA	Intergenic	Intergenic	-2250	FBgn0265593	FBgn0265593	FBtr0340334						NA
AkaaF3Heat_REP1.mLb.clN_peak_5998	chr3L	9455544	9456245	+	16	NA	promoter-TSS (FBgn0035999)	-promoter-TSS (FBgn0035999)	387	FBgn0035997	FBgn0035997	FBtr0345600						NA
AkaaF3Heat_REP1.mLb.clN_peak_9655	chr3R	20993507	20993632	+	16	NA	exon (FBgn0013995, exon 2 of 9)	-exon (FBgn0013995, exon 2 of 9)	4203	FBgn0013995	FBgn0013995	FBtr0344316						NA
AkaaF3Heat_REP1.mLb.clN_peak_5350	chr3L	3403412	3403890	+	16	NA	exon (FBgn0014388, exon 2 of 2)	-exon (FBgn0014388, exon 2 of 2)	9563	FBgn0267301	FBgn0267301	FBtr0346556						NA
AkaaF3Heat_REP1.mLb.clN_peak_10797	chr3R	31805172	31805652	+	16	NA	promoter-TSS (FBgn0039881)	-promoter-TSS (FBgn0039881)	-134	FBgn0250755	FBgn0250755	FBtr0290135						NA
AkaaF3Heat_REP1.mLb.clN_peak_9506	chr3R	19604339	19604631	+	16	NA	exon (FBgn0038716, exon 3 of 6)	-exon (FBgn0038716, exon 3 of 6)	1110	FBgn0038716	FBgn0038716	FBtr0304745						NA
AkaaF3Heat_REP1.mLb.clN_peak_6967	chr3L	18203963	18204734	+	16	NA	TTS (FBgn0036782)	-TTS (FBgn0036782)	2854	FBgn0036782	FBgn0036782	FBtr0310156						NA
AkaaF3Heat_REP1.mLb.clN_peak_4773	chr2R	24009370	24009571	+	16	NA	exon (FBgn0053519, exon 7 of 38)	-exon (FBgn0053519, exon 7 of 38)	4784	FBgn0053519	FBgn0053519	FBtr0343287						NA
AkaaF3Heat_REP1.mLb.clN_peak_11351	chrX	2634117	2634772	+	16	NA	TTS (FBgn0267350)	-TTS (FBgn0267350)	9640	FBgn0267350	FBgn0267350	FBtr0331587						NA
AkaaF3Heat_REP1.mLb.clN_peak_12805	chrX	16282254	16282537	+	16	NA	intron (FBgn0000536, intron 3 of 5)	-intron (FBgn0000536, intron 2 of 4)	-3893	FBgn0030733	FBgn0030733	FBtr0074216						NA
AkaaF3Heat_REP1.mLb.clN_peak_10743	chr3R	31384257	31384546	+	16	NA	promoter-TSS (FBgn0039844)	-promoter-TSS (FBgn0039844)	2292	FBgn0039844	FBgn0039844	FBtr0334550						NA
AkaaF3Heat_REP1.mLb.clN_peak_2520	chr2R	5895379	5895605	+	16	NA	intron (FBgn0263109, intron 1 of 3)	-intron (FBgn0263109, intron 1 of 3)	1597	FBgn0263109	FBgn0263109	FBtr0307307						NA
AkaaF3Heat_REP1.mLb.clN_peak_4287	chr2R	20053605	20053734	+	16	NA	Intergenic	Intergenic	-4426	FBgn0265842	FBgn0265842	FBtr0342683						NA
AkaaF3Heat_REP1.mLb.clN_peak_7794	chr3R	4510170	4510325	+	16	NA	intron (FBgn0085386, intron 5 of 14)	-intron (FBgn0085386, intron 5 of 14)	-3882	FBgn0085454	FBgn0085454	FBtr0112726						NA
AkaaF3Heat_REP1.mLb.clN_peak_7634	chr3L	24976132	24976861	+	16	NA	exon (FBgn0058002, exon 2 of 3)	-exon (FBgn0058002, exon 2 of 3)	242	FBgn0058002	FBgn0058002	FBtr0113773						NA
AkaaF3Heat_REP1.mLb.clN_peak_8000	chr3R	5942008	5942428	+	16	NA	intron (FBgn0083949, intron 1 of 17)	-intron (FBgn0083949, intron 1 of 17)	17337	FBgn0083949	FBgn0083949	FBtr0110806						NA
AkaaF3Heat_REP1.mLb.clN_peak_10904	chr4	519472	519834	+	16	NA	intron (FBgn0004607, intron 3 of 12)	-intron (FBgn0004607, intron 3 of 13)	17843	FBgn0004607	FBgn0004607	FBtr0307167						NA
AkaaF3Heat_REP1.mLb.clN_peak_4793	chr2R	24215140	24215577	+	16	NA	exon (FBgn0050419, exon 2 of 2)	-exon (FBgn0050419, exon 2 of 2)	-8418	FBgn0034990	FBgn0034990	FBtr0100169						NA
AkaaF3Heat_REP1.mLb.clN_peak_9279	chr3R	17476057	17476248	+	16	NA	exon (FBgn0261046, exon 32 of 35)	-exon (FBgn0261046, exon 32 of 35)	-19376	FBgn0038512	FBgn0038512	FBtr0083443						NA
AkaaF3Heat_REP1.mLb.clN_peak_975	chr2L	9736576	9736707	+	16	NA	promoter-TSS (FBgn0032140)	-promoter-TSS (FBgn0032140)	-4	FBgn0032140	FBgn0032140	FBtr0335503						NA
AkaaF3Heat_REP1.mLb.clN_peak_819	chr2L	8211092	8211330	+	16	NA	promoter-TSS (FBgn0015299)	-promoter-TSS (FBgn0015299)	-89	FBgn0003607	FBgn0003607	FBtr0079635						NA
AkaaF3Heat_REP1.mLb.clN_peak_4304	chr2R	20159061	20159258	+	16	NA	Intergenic	Intergenic	8476	FBgn0266764	FBgn0266764	FBtr0345372						NA
AkaaF3Heat_REP1.mLb.clN_peak_7955	chr3R	5623852	5624420	+	16	NA	promoter-TSS (FBgn0037351)	-promoter-TSS (FBgn0037351)	-11	FBgn0037350	FBgn0037350	FBtr0113194						NA
AkaaF3Heat_REP1.mLb.clN_peak_9138	chr3R	16114722	16115150	+	16	NA	Intergenic	Intergenic	-1225	FBgn0003319	FBgn0003319	FBtr0344008						NA
AkaaF3Heat_REP1.mLb.clN_peak_454	chr2L	4600087	4600268	+	16	NA	intron (FBgn0053196, intron 2 of 46)	-intron (FBgn0053196, intron 2 of 46)	-8214	FBgn0053196	FBgn0053196	FBtr0305142						NA
AkaaF3Heat_REP1.mLb.clN_peak_3904	chr2R	17005193	17005476	+	16	NA	promoter-TSS (FBgn0034179)	-promoter-TSS (FBgn0034179)	-117	FBgn0034179	FBgn0034179	FBtr0306574						NA
AkaaF3Heat_REP1.mLb.clN_peak_2546	chr2R	6000286	6000445	+	16	NA	exon (FBgn0264959, exon 2 of 10)	-exon (FBgn0264959, exon 2 of 10)	7373	FBgn0264959	FBgn0264959	FBtr0481671						NA
AkaaF3Heat_REP1.mLb.clN_peak_4616	chr2R	22840473	22840724	+	16	NA	promoter-TSS (FBgn0034784)	-promoter-TSS (FBgn0034784)	-141	FBgn0034784	FBgn0034784	FBtr0343181						NA
AkaaF3Heat_REP1.mLb.clN_peak_12349	chrX	12028278	12029102	+	16	NA	exon (FBgn0030366, exon 1 of 4)	-exon (FBgn0030366, exon 1 of 4)	342	FBgn0030366	FBgn0030366	FBtr0342732						NA
AkaaF3Heat_REP1.mLb.clN_peak_6541	chr3L	14446256	14446437	+	16	NA	intron (FBgn0087007, intron 1 of 6)	-intron (FBgn0087007, intron 4 of 8)	21845	FBgn0267695	FBgn0267695	FBtr0347205						NA
AkaaF3Heat_REP1.mLb.clN_peak_2572	chr2R	6125638	6125999	+	16	NA	intron (FBgn0000546, intron 1 of 5)	-intron (FBgn0000546, intron 3 of 6)	6023	FBgn0000546	FBgn0000546	FBtr0086008						NA
AkaaF3Heat_REP1.mLb.clN_peak_9536	chr3R	19811465	19811640	+	16	NA	intron (FBgn0014135, intron 2 of 5)	-intron (FBgn0014135, intron 2 of 4)	8862	FBgn0051471	FBgn0051471	FBtr0083794						NA
AkaaF3Heat_REP1.mLb.clN_peak_11501	chrX	3807697	3807839	+	16	NA	intron (FBgn0264954, intron 2 of 4)	-intron (FBgn0264954, intron 2 of 4)	-5274	FBgn0264949	FBgn0264949	FBtr0335188						NA
