PeakID (cmd=annotatePeaks.pl ManzF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF3Heat_REP2.mLb.clN_peak_5411	chr3L	13923936	13924053	+	17	NA	intron (FBgn0026376, intron 1 of 6)	-intron (FBgn0026376, intron 1 of 6)	-4029	FBgn0026376	FBgn0026376	FBtr0075795						NA
ManzF3Heat_REP2.mLb.clN_peak_9700	chrX	4150978	4151334	+	17	NA	intron (FBgn0000635, intron 3 of 8)	-intron (FBgn0000635, intron 3 of 9)	19945	FBgn0066114	FBgn0066114	FBtr0070644						NA
ManzF3Heat_REP2.mLb.clN_peak_3779	chr2R	21713830	21714038	+	17	NA	promoter-TSS (FBgn0004362)	-promoter-TSS (FBgn0004362)	-2321	FBgn0050403	FBgn0050403	FBtr0114523						NA
ManzF3Heat_REP2.mLb.clN_peak_1289	chr2L	15438671	15438942	+	17	NA	Intergenic	Intergenic	-2795	FBgn0266156	FBgn0266156	FBtr0343732						NA
ManzF3Heat_REP2.mLb.clN_peak_675	chr2L	7985209	7985447	+	17	NA	promoter-TSS (FBgn0031968)	-promoter-TSS (FBgn0031968)	45	FBgn0031968	FBgn0031968	FBtr0306336						NA
ManzF3Heat_REP2.mLb.clN_peak_1021	chr2L	12626211	12627037	+	17	NA	exon (FBgn0085424, exon 5 of 6)	-exon (FBgn0085424, exon 5 of 6)	7841	FBgn0085424	FBgn0085424	FBtr0342628						NA
ManzF3Heat_REP2.mLb.clN_peak_5667	chr3L	16502547	16503190	+	17	NA	exon (FBgn0263131, exon 29 of 29)	-exon (FBgn0263131, exon 29 of 29)	5217	FBgn0003515	FBgn0003515	FBtr0075391						NA
ManzF3Heat_REP2.mLb.clN_peak_5147	chr3L	10776248	10776800	+	17	NA	Intergenic	Intergenic	4599	FBgn0262890	FBgn0262890	FBtr0334743						NA
ManzF3Heat_REP2.mLb.clN_peak_6461	chr3R	3394398	3394771	+	17	NA	Intergenic	Intergenic	71774	FBgn0086917	FBgn0086917	FBtr0300207						NA
ManzF3Heat_REP2.mLb.clN_peak_6632	chr3R	5073666	5075024	+	17	NA	Intergenic	Intergenic	12367	FBgn0010313	FBgn0010313	FBtr0308120						NA
ManzF3Heat_REP2.mLb.clN_peak_2600	chr2R	10110956	10111286	+	17	NA	exon (FBgn0003071, exon 1 of 8)	-exon (FBgn0003071, exon 1 of 8)	1381	FBgn0003071	FBgn0003071	FBtr0088422						NA
ManzF3Heat_REP2.mLb.clN_peak_2817	chr2R	12174059	12174358	+	17	NA	promoter-TSS (FBgn0010621)	-promoter-TSS (FBgn0010621)	-888	FBgn0010621	FBgn0010621	FBtr0087988						NA
ManzF3Heat_REP2.mLb.clN_peak_5452	chr3L	14319563	14319924	+	17	NA	intron (FBgn0001085, intron 4 of 4)	-intron (FBgn0001085, intron 4 of 4)	6508	FBgn0266383	FBgn0266383	FBtr0344868						NA
ManzF3Heat_REP2.mLb.clN_peak_10322	chrX	10965137	10965275	+	17	NA	exon (FBgn0021742, exon 7 of 8)	-exon (FBgn0021742, exon 7 of 8)	1928	FBgn0021742	FBgn0021742	FBtr0073400						NA
ManzF3Heat_REP2.mLb.clN_peak_8707	chr3R	28340339	28340788	+	17	NA	promoter-TSS (FBgn0039580)	-promoter-TSS (FBgn0039580)	229	FBgn0039581	FBgn0039581	FBtr0300346						NA
ManzF3Heat_REP2.mLb.clN_peak_8698	chr3R	28189788	28190472	+	17	NA	intron (FBgn0085383, intron 2 of 8)	-intron (FBgn0085383, intron 2 of 8)	-36378	FBgn0267748	FBgn0267748	FBtr0347313						NA
ManzF3Heat_REP2.mLb.clN_peak_3704	chr2R	20924576	20924791	+	17	NA	intron (FBgn0020617, intron 4 of 5)	-intron (FBgn0020617, intron 4 of 5)	7930	FBgn0020617	FBgn0020617	FBtr0342783						NA
ManzF3Heat_REP2.mLb.clN_peak_6514	chr3R	4390291	4390624	+	17	NA	promoter-TSS (FBgn0037241)	-promoter-TSS (FBgn0037241)	91	FBgn0037241	FBgn0037241	FBtr0078919						NA
ManzF3Heat_REP2.mLb.clN_peak_9629	chrX	3485273	3485874	+	17	NA	promoter-TSS (FBgn0029666)	-promoter-TSS (FBgn0029666)	-77	FBgn0029666	FBgn0029666	FBtr0332285						NA
ManzF3Heat_REP2.mLb.clN_peak_6668	chr3R	5281262	5281397	+	17	NA	promoter-TSS (FBgn0013576)	-promoter-TSS (FBgn0013576)	-3494	FBgn0051538	FBgn0051538	FBtr0078819						NA
ManzF3Heat_REP2.mLb.clN_peak_1522	chr2L	18526971	18527096	+	17	NA	exon (FBgn0032685, exon 2 of 9)	-exon (FBgn0032685, exon 2 of 9)	-3092	FBgn0266208	FBgn0266208	FBtr0343832						NA
ManzF3Heat_REP2.mLb.clN_peak_10539	chrX	13764027	13764248	+	17	NA	intron (FBgn0003218, intron 2 of 14)	-intron (FBgn0003218, intron 1 of 11)	1385	FBgn0003218	FBgn0003218	FBtr0100195						NA
ManzF3Heat_REP2.mLb.clN_peak_10532	chrX	13696757	13696973	+	17	NA	exon (FBgn0265726, exon 1 of 10)	-exon (FBgn0265726, exon 1 of 10)	4573	FBgn0265726	FBgn0265726	FBtr0340680						NA
ManzF3Heat_REP2.mLb.clN_peak_7800	chr3R	17752185	17752630	+	17	NA	exon (FBgn0038542, exon 6 of 6)	-exon (FBgn0038542, exon 6 of 6)	10781	FBgn0038542	FBgn0038542	FBtr0346161						NA
ManzF3Heat_REP2.mLb.clN_peak_7153	chr3R	9950009	9950332	+	17	NA	intron (FBgn0287598, intron 4 of 6)	-intron (FBgn0267336, intron 4 of 6)	35890	FBgn0037770	FBgn0037770	FBtr0333687						NA
ManzF3Heat_REP2.mLb.clN_peak_6022	chr3L	20188053	20189165	+	17	NA	promoter-TSS (FBgn0036945)	-promoter-TSS (FBgn0036945)	87	FBgn0036945	FBgn0036945	FBtr0074821						NA
ManzF3Heat_REP2.mLb.clN_peak_941	chr2L	11438164	11438525	+	17	NA	exon (FBgn0261648, exon 2 of 4)	-exon (FBgn0261648, exon 2 of 4)	7270	FBgn0261648	FBgn0261648	FBtr0343619						NA
ManzF3Heat_REP2.mLb.clN_peak_10336	chrX	11202417	11202721	+	16	NA	exon (FBgn0030280, exon 1 of 1)	-exon (FBgn0030280, exon 1 of 1)	273	FBgn0030280	FBgn0030280	FBtr0343040						NA
ManzF3Heat_REP2.mLb.clN_peak_493	chr2L	6012723	6012923	+	16	NA	promoter-TSS (FBgn0031762)	-promoter-TSS (FBgn0031762)	-485	FBgn0031762	FBgn0031762	FBtr0079228						NA
ManzF3Heat_REP2.mLb.clN_peak_538	chr2L	6563633	6563829	+	16	NA	TTS (FBgn0031834)	-TTS (FBgn0031834)	1406	FBgn0263916	FBgn0263916	FBtr0343158						NA
ManzF3Heat_REP2.mLb.clN_peak_3608	chr2R	20046608	20046901	+	16	NA	Intergenic	Intergenic	-11341	FBgn0265842	FBgn0265842	FBtr0342683						NA
ManzF3Heat_REP2.mLb.clN_peak_582	chr2L	7056262	7056810	+	16	NA	TTS (FBgn0262872)	-TTS (FBgn0262872)	235	FBgn0031885	FBgn0031885	FBtr0110978						NA
ManzF3Heat_REP2.mLb.clN_peak_869	chr2L	10529159	10529420	+	16	NA	promoter-TSS (FBgn0032264)	-promoter-TSS (FBgn0032264)	1717	FBgn0032264	FBgn0032264	FBtr0331672						NA
ManzF3Heat_REP2.mLb.clN_peak_4923	chr3L	7935574	7936906	+	16	NA	promoter-TSS (FBgn0035827)	-promoter-TSS (FBgn0035827)	-120	FBgn0024187	FBgn0024187	FBtr0345912						NA
ManzF3Heat_REP2.mLb.clN_peak_1831	chr2L	21379853	21380202	+	16	NA	promoter-TSS (FBgn0032946)	-promoter-TSS (FBgn0032946)	-106	FBgn0032946	FBgn0032946	FBtr0333355						NA
ManzF3Heat_REP2.mLb.clN_peak_9534	chrX	2499311	2499788	+	16	NA	exon (FBgn0284408, exon 11 of 43)	-exon (FBgn0284408, exon 11 of 43)	-29506	FBgn0040388	FBgn0040388	FBtr0334883						NA
ManzF3Heat_REP2.mLb.clN_peak_4917	chr3L	7862301	7862540	+	16	NA	intron (FBgn0016694, intron 1 of 5)	-intron (FBgn0016694, intron 1 of 4)	-6622	FBgn0052365	FBgn0052365	FBtr0339897						NA
ManzF3Heat_REP2.mLb.clN_peak_6027	chr3L	20258663	20258777	+	16	NA	intron (FBgn0265959, intron 2 of 12)	-intron (FBgn0265959, intron 2 of 12)	-1266	FBgn0265959	FBgn0265959	FBtr0473730						NA
ManzF3Heat_REP2.mLb.clN_peak_1898	chr2L	22095588	22096271	+	16	NA	Intergenic	Intergenic	8472	FBgn0051703	FBgn0051703	FBtr0085946						NA
ManzF3Heat_REP2.mLb.clN_peak_10261	chrX	10421121	10421280	+	16	NA	exon (FBgn0052683, exon 6 of 8)	-exon (FBgn0052683, exon 6 of 8)	3771	FBgn0030200	FBgn0030200	FBtr0071448						NA
ManzF3Heat_REP2.mLb.clN_peak_5353	chr3L	13070028	13070339	+	16	NA	Intergenic	Intergenic	7137	FBgn0085458	FBgn0085458	FBtr0112730						NA
ManzF3Heat_REP2.mLb.clN_peak_9788	chrX	4910577	4910730	+	16	NA	intron (FBgn0052772, intron 2 of 6)	-intron (FBgn0052772, intron 1 of 5)	-1728	FBgn0052772	FBgn0052772	FBtr0343533						NA
ManzF3Heat_REP2.mLb.clN_peak_7199	chr3R	10407270	10407954	+	16	NA	promoter-TSS (FBgn0037814)	-promoter-TSS (FBgn0037814)	-327	FBgn0037814	FBgn0037814	FBtr0082260						NA
ManzF3Heat_REP2.mLb.clN_peak_10138	chrX	8905695	8906267	+	16	NA	promoter-TSS (FBgn0011586)	-promoter-TSS (FBgn0011586)	9	FBgn0011586	FBgn0011586	FBtr0071267						NA
ManzF3Heat_REP2.mLb.clN_peak_6573	chr3R	4709694	4709909	+	16	NA	exon (FBgn0263346, exon 12 of 15)	-exon (FBgn0263346, exon 12 of 15)	4381	FBgn0037270	FBgn0037270	FBtr0078892						NA
ManzF3Heat_REP2.mLb.clN_peak_3312	chr2R	17108542	17109004	+	16	NA	promoter-TSS (FBgn0034194)	-promoter-TSS (FBgn0034194)	-71	FBgn0034194	FBgn0034194	FBtr0086982						NA
ManzF3Heat_REP2.mLb.clN_peak_4314	chr3L	1546063	1546874	+	16	NA	promoter-TSS (FBgn0041342)	-promoter-TSS (FBgn0041342)	376	FBgn0041342	FBgn0041342	FBtr0345365						NA
ManzF3Heat_REP2.mLb.clN_peak_5033	chr3L	9376672	9377744	+	16	NA	promoter-TSS (FBgn0263492)	-promoter-TSS (FBgn0263492)	219	FBgn0001225	FBgn0001225	FBtr0346539						NA
ManzF3Heat_REP2.mLb.clN_peak_11398	chrX	22758502	22758737	+	16	NA	intron (FBgn0266348, intron 3 of 3)	-intron (FBgn0266348, intron 3 of 3)	8044	FBgn0264940	FBgn0264940	FBtr0335051						NA
ManzF3Heat_REP2.mLb.clN_peak_2002	chr2R	4430748	4430885	+	16	NA	intron (FBgn0260798, intron 5 of 14)	-intron (FBgn0260798, intron 5 of 14)	40244	FBgn0260798	FBgn0260798	FBtr0302242						NA
ManzF3Heat_REP2.mLb.clN_peak_4311	chr3L	1502190	1502728	+	16	NA	promoter-TSS (FBgn0261243)	-promoter-TSS (FBgn0261243)	131	FBgn0028577	FBgn0028577	FBtr0072709						NA
ManzF3Heat_REP2.mLb.clN_peak_8150	chr3R	21671718	21671988	+	16	NA	promoter-TSS (FBgn0259113)	-promoter-TSS (FBgn0259113)	-103	FBgn0259113	FBgn0259113	FBtr0084115						NA
ManzF3Heat_REP2.mLb.clN_peak_9290	chrX	405903	406272	+	16	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0052816, intron 2 of 2)	-3634	FBgn0002561	FBgn0002561	FBtr0070074						NA
ManzF3Heat_REP2.mLb.clN_peak_11012	chrX	18814511	18814696	+	16	NA	intron (FBgn0259927, intron 1 of 10)	-intron (FBgn0259927, intron 1 of 9)	1306	FBgn0259927	FBgn0259927	FBtr0310343						NA
ManzF3Heat_REP2.mLb.clN_peak_9608	chrX	3306792	3307024	+	16	NA	intron (FBgn0000479, intron 5 of 15)	-intron (FBgn0000479, intron 4 of 14)	9494	FBgn0029656	FBgn0029656	FBtr0070536						NA
ManzF3Heat_REP2.mLb.clN_peak_1782	chr2L	21000126	21000374	+	16	NA	intron (FBgn0250867, intron 3 of 5)	-intron (FBgn0250867, intron 1 of 1)	-34525	FBgn0286733	FBgn0286733	FBtr0474087						NA
ManzF3Heat_REP2.mLb.clN_peak_9573	chrX	2921641	2921880	+	16	NA	exon (FBgn0025643, exon 2 of 4)	-exon (FBgn0025643, exon 2 of 4)	1641	FBgn0025643	FBgn0025643	FBtr0301058						NA
ManzF3Heat_REP2.mLb.clN_peak_1823	chr2L	21313058	21313301	+	16	NA	intron (FBgn0000370, intron 3 of 4)	-intron (FBgn0000370, intron 3 of 4)	-1181	FBgn0284230	FBgn0284230	FBtr0452129						NA
ManzF3Heat_REP2.mLb.clN_peak_8735	chr3R	28669968	28670090	+	16	NA	promoter-TSS (FBgn0039593)	-promoter-TSS (FBgn0039593)	-675	FBgn0039593	FBgn0039593	FBtr0085307						NA
ManzF3Heat_REP2.mLb.clN_peak_7601	chr3R	15244909	15245979	+	16	NA	exon (FBgn0266599, exon 2 of 2)	-exon (FBgn0266599, exon 2 of 2)	2554	FBgn0266599	FBgn0266599	FBtr0337053						NA
ManzF3Heat_REP2.mLb.clN_peak_7742	chr3R	17118693	17119179	+	16	NA	exon (FBgn0014141, exon 1 of 16)	-exon (FBgn0014141, exon 1 of 16)	-1529	FBgn0085307	FBgn0085307	FBtr0112473						NA
ManzF3Heat_REP2.mLb.clN_peak_1155	chr2L	14173284	14173682	+	16	NA	intron (FBgn0263038, intron 1 of 5)	-intron (FBgn0263038, intron 1 of 5)	7203	FBgn0263038	FBgn0263038	FBtr0306927						NA
ManzF3Heat_REP2.mLb.clN_peak_1601	chr2L	19340527	19341552	+	16	NA	intron (FBgn0024245, intron 1 of 3)	-intron (FBgn0024245, intron 1 of 3)	13672	FBgn0266796	FBgn0266796	FBtr0345452						NA
ManzF3Heat_REP2.mLb.clN_peak_5754	chr3L	17474959	17475541	+	16	NA	promoter-TSS (FBgn0085279)	-promoter-TSS (FBgn0085279)	30	FBgn0288810	FBgn0288810	FBtr0481727						NA
ManzF3Heat_REP2.mLb.clN_peak_7980	chr3R	19752358	19752854	+	16	NA	exon (FBgn0024963, exon 2 of 8)	-exon (FBgn0024963, exon 2 of 8)	-8129	FBgn0263499	FBgn0263499	FBtr0309520						NA
ManzF3Heat_REP2.mLb.clN_peak_9280	chrX	345095	345244	+	16	NA	intron (FBgn0024989, intron 2 of 5)	-intron (FBgn0024989, intron 2 of 5)	2128	FBgn0024989	FBgn0024989	FBtr0342962						NA
ManzF3Heat_REP2.mLb.clN_peak_4597	chr3L	4469172	4469465	+	16	NA	promoter-TSS (FBgn0052249)	-promoter-TSS (FBgn0052249)	-683	FBgn0052249	FBgn0052249	FBtr0303003						NA
ManzF3Heat_REP2.mLb.clN_peak_1340	chr2L	16105859	16106300	+	16	NA	Intergenic	Intergenic	11082	FBgn0028520	FBgn0028520	FBtr0080815						NA
ManzF3Heat_REP2.mLb.clN_peak_9835	chrX	5421636	5422279	+	16	NA	promoter-TSS (FBgn0029763)	-promoter-TSS (FBgn0029763)	-11	FBgn0029763	FBgn0029763	FBtr0340462						NA
ManzF3Heat_REP2.mLb.clN_peak_8052	chr3R	20585643	20585830	+	16	NA	promoter-TSS (FBgn0038809)	-promoter-TSS (FBgn0038809)	97	FBgn0038809	FBgn0038809	FBtr0300803						NA
ManzF3Heat_REP2.mLb.clN_peak_5669	chr3L	16574414	16574952	+	16	NA	promoter-TSS (FBgn0262732)	-promoter-TSS (FBgn0262732)	38	FBgn0262732	FBgn0262732	FBtr0330137						NA
ManzF3Heat_REP2.mLb.clN_peak_6991	chr3R	8105198	8105334	+	16	NA	promoter-TSS (FBgn0243512)	-promoter-TSS (FBgn0243512)	-1222	FBgn0243512	FBgn0243512	FBtr0339722						NA
ManzF3Heat_REP2.mLb.clN_peak_9323	chrX	722691	723155	+	16	NA	intron (FBgn0021764, intron 3 of 13)	-intron (FBgn0021764, intron 3 of 14)	-27424	FBgn0040383	FBgn0040383	FBtr0343759						NA
ManzF3Heat_REP2.mLb.clN_peak_9276	chrX	329229	329427	+	16	NA	intron (FBgn0052816, intron 2 of 2)	-intron (FBgn0024989, intron 1 of 5)	5473	FBgn0052816	FBgn0052816	FBtr0273442						NA
ManzF3Heat_REP2.mLb.clN_peak_5363	chr3L	13165582	13166117	+	16	NA	Intergenic	Intergenic	-8629	FBgn0086916	FBgn0086916	FBtr0334063						NA
ManzF3Heat_REP2.mLb.clN_peak_7876	chr3R	18663522	18663828	+	16	NA	promoter-TSS (FBgn0044871)	-promoter-TSS (FBgn0044871)	-63	FBgn0044871	FBgn0044871	FBtr0083661						NA
ManzF3Heat_REP2.mLb.clN_peak_6507	chr3R	4345907	4346156	+	16	NA	exon (FBgn0261434, exon 1 of 2)	-exon (FBgn0261434, exon 1 of 2)	615	FBgn0261434	FBgn0261434	FBtr0078951						NA
ManzF3Heat_REP2.mLb.clN_peak_3556	chr2R	19605318	19605457	+	16	NA	promoter-TSS (FBgn0265667)	-promoter-TSS (FBgn0265667)	-92	FBgn0265667	FBgn0265667	FBtr0340538						NA
ManzF3Heat_REP2.mLb.clN_peak_10927	chrX	17991408	17991762	+	16	NA	promoter-TSS (FBgn0003380)	-promoter-TSS (FBgn0003380)	16021	FBgn0030886	FBgn0030886	FBtr0074539						NA
ManzF3Heat_REP2.mLb.clN_peak_8924	chr3R	30616209	30616791	+	16	NA	Intergenic	Intergenic	4472	FBgn0267131	FBgn0267131	FBtr0346227						NA
ManzF3Heat_REP2.mLb.clN_peak_1867	chr2L	21868527	21869391	+	16	NA	promoter-TSS (FBgn0266224)	-promoter-TSS (FBgn0266224)	-939	FBgn0266224	FBgn0266224	FBtr0343886						NA
ManzF3Heat_REP2.mLb.clN_peak_11096	chrX	19608168	19608722	+	16	NA	intron (FBgn0031037, intron 1 of 3)	-intron (FBgn0031037, intron 1 of 3)	-3081	FBgn0031039	FBgn0031039	FBtr0344069						NA
ManzF3Heat_REP2.mLb.clN_peak_7767	chr3R	17394550	17395162	+	16	NA	promoter-TSS (FBgn0025456)	-promoter-TSS (FBgn0025456)	-216	FBgn0025456	FBgn0025456	FBtr0305991						NA
ManzF3Heat_REP2.mLb.clN_peak_1403	chr2L	16777067	16777367	+	16	NA	exon (FBgn0264695, exon 10 of 18)	-exon (FBgn0264695, exon 10 of 18)	9440	FBgn0264695	FBgn0264695	FBtr0346712						NA
ManzF3Heat_REP2.mLb.clN_peak_7818	chr3R	18011114	18011423	+	16	NA	exon (FBgn0263995, exon 10 of 11)	-exon (FBgn0263995, exon 10 of 11)	-8107	FBgn0000477	FBgn0000477	FBtr0083538						NA
ManzF3Heat_REP2.mLb.clN_peak_465	chr2L	5740837	5741051	+	16	NA	promoter-TSS (FBgn0031734)	-promoter-TSS (FBgn0031734)	10	FBgn0031734	FBgn0031734	FBtr0079165						NA
ManzF3Heat_REP2.mLb.clN_peak_428	chr2L	5240639	5241229	+	16	NA	TTS (FBgn0051971)	-TTS (FBgn0051971)	168	FBgn0051971	FBgn0051971	FBtr0079064						NA
ManzF3Heat_REP2.mLb.clN_peak_6808	chr3R	6493947	6494222	+	16	NA	exon (FBgn0037448, exon 7 of 7)	-exon (FBgn0037448, exon 7 of 7)	2027	FBgn0011919	FBgn0011919	FBtr0081706						NA
ManzF3Heat_REP2.mLb.clN_peak_3678	chr2R	20698370	20698755	+	16	NA	promoter-TSS (FBgn0040726)	-promoter-TSS (FBgn0040726)	79	FBgn0040726	FBgn0040726	FBtr0086238						NA
ManzF3Heat_REP2.mLb.clN_peak_9756	chrX	4582064	4582199	+	16	NA	intron (FBgn0052773, intron 1 of 4)	-intron (FBgn0052773, intron 1 of 4)	-10202	FBgn0029717	FBgn0029717	FBtr0070697						NA
ManzF3Heat_REP2.mLb.clN_peak_8248	chr3R	22821085	22821268	+	16	NA	Intergenic	Intergenic	-4998	FBgn0039028	FBgn0039028	FBtr0339139						NA
ManzF3Heat_REP2.mLb.clN_peak_5875	chr3L	18753950	18754081	+	16	NA	promoter-TSS (FBgn0267600)	-promoter-TSS (FBgn0267600)	70	FBgn0267600	FBgn0267600	FBtr0347046						NA
ManzF3Heat_REP2.mLb.clN_peak_3161	chr2R	15442147	15442433	+	16	NA	intron (FBgn0263980, intron 1 of 4)	-intron (FBgn0263980, intron 11 of 14)	-14267	FBgn0085217	FBgn0085217	FBtr0112381						NA
ManzF3Heat_REP2.mLb.clN_peak_7789	chr3R	17668053	17668208	+	16	NA	promoter-TSS (FBgn0051576)	-promoter-TSS (FBgn0051576)	-57	FBgn0051576	FBgn0051576	FBtr0083477						NA
ManzF3Heat_REP2.mLb.clN_peak_5299	chr3L	12387220	12387373	+	16	NA	intron (FBgn0036279, intron 1 of 18)	-intron (FBgn0036279, intron 1 of 16)	4148	FBgn0036279	FBgn0036279	FBtr0333840						NA
ManzF3Heat_REP2.mLb.clN_peak_8669	chr3R	27736527	27736996	+	16	NA	exon (FBgn0005659, exon 1 of 5)	-exon (FBgn0005659, exon 1 of 5)	-6419	FBgn0005659	FBgn0005659	FBtr0085224						NA
ManzF3Heat_REP2.mLb.clN_peak_4016	chr2R	24028441	24028802	+	16	NA	promoter-TSS (FBgn0034961)	-promoter-TSS (FBgn0034961)	168	FBgn0061198	FBgn0061198	FBtr0343346						NA
ManzF3Heat_REP2.mLb.clN_peak_6222	chr3L	22123688	22123855	+	16	NA	Intergenic	Intergenic	1839	FBgn0266771	FBgn0266771	FBtr0445724						NA
ManzF3Heat_REP2.mLb.clN_peak_7669	chr3R	16171875	16172074	+	16	NA	promoter-TSS (FBgn0038404)	-promoter-TSS (FBgn0038404)	-17	FBgn0038404	FBgn0038404	FBtr0113241						NA
ManzF3Heat_REP2.mLb.clN_peak_8137	chr3R	21598688	21598832	+	16	NA	intron (FBgn0283499, intron 2 of 12)	-intron (FBgn0283499, intron 2 of 12)	6410	FBgn0263662	FBgn0263662	FBtr0310107						NA
ManzF3Heat_REP2.mLb.clN_peak_6950	chr3R	7645954	7646397	+	16	NA	Intergenic	Intergenic	-6741	FBgn0083963	FBgn0083963	FBtr0333927						NA
ManzF3Heat_REP2.mLb.clN_peak_4218	chr3L	662841	663071	+	16	NA	Intergenic	Intergenic	8593	FBgn0035150	FBgn0035150	FBtr0072557						NA
ManzF3Heat_REP2.mLb.clN_peak_6262	chr3L	22394501	22395114	+	16	NA	intron (FBgn0267624, intron 1 of 1)	-intron (FBgn0004449, intron 1 of 8)	12740	FBgn0267624	FBgn0267624	FBtr0347077						NA
ManzF3Heat_REP2.mLb.clN_peak_3569	chr2R	19776148	19776599	+	16	NA	Intergenic	Intergenic	-5140	FBgn0034473	FBgn0034473	FBtr0086344						NA
ManzF3Heat_REP2.mLb.clN_peak_10286	chrX	10659746	10660184	+	16	NA	TTS (FBgn0052673)	-TTS (FBgn0052673)	1878	FBgn0052673	FBgn0052673	FBtr0071505						NA
ManzF3Heat_REP2.mLb.clN_peak_6308	chr3L	22719531	22719665	+	16	NA	exon (FBgn0052452, exon 1 of 1)	-exon (FBgn0052452, exon 1 of 1)	-1605	FBgn0016034	FBgn0016034	FBtr0347062						NA
ManzF3Heat_REP2.mLb.clN_peak_2164	chr2R	6296538	6296737	+	16	NA	Intergenic	Intergenic	51125	FBgn0286511	FBgn0286511	FBtr0336520						NA
ManzF3Heat_REP2.mLb.clN_peak_16	chr2L	246706	247004	+	16	NA	intron (FBgn0266557, intron 1 of 16)	-intron (FBgn0266557, intron 1 of 17)	-2054	FBgn0265149	FBgn0265149	FBtr0336987						NA
ManzF3Heat_REP2.mLb.clN_peak_7108	chr3R	9456340	9456646	+	16	NA	promoter-TSS (FBgn0037696)	-promoter-TSS (FBgn0037696)	53	FBgn0037696	FBgn0037696	FBtr0082044						NA
ManzF3Heat_REP2.mLb.clN_peak_11448	chrX	22996084	22996254	+	16	NA	intron (FBgn0016975, intron 1 of 9)	-intron (FBgn0016976, intron 1 of 8)	8479	FBgn0016975	FBgn0016975	FBtr0344466						NA
ManzF3Heat_REP2.mLb.clN_peak_279	chr2L	3316827	3317155	+	16	NA	TTS (FBgn0031519)	-TTS (FBgn0031519)	2881	FBgn0031519	FBgn0031519	FBtr0331372						NA
ManzF3Heat_REP2.mLb.clN_peak_7524	chr3R	14363278	14363852	+	16	NA	intron (FBgn0024321, intron 2 of 5)	-intron (FBgn0024321, intron 1 of 3)	-1779	FBgn0051320	FBgn0051320	FBtr0082943						NA
ManzF3Heat_REP2.mLb.clN_peak_2443	chr2R	8510591	8511246	+	16	NA	intron (FBgn0050361, intron 2 of 18)	-intron (FBgn0050361, intron 2 of 18)	21376	FBgn0050361	FBgn0050361	FBtr0330608						NA
ManzF3Heat_REP2.mLb.clN_peak_10497	chrX	13287997	13288366	+	16	NA	TTS (FBgn0030465)	-TTS (FBgn0030465)	130	FBgn0030466	FBgn0030466	FBtr0073756						NA
ManzF3Heat_REP2.mLb.clN_peak_6898	chr3R	7135523	7135648	+	16	NA	promoter-TSS (FBgn0037475)	-promoter-TSS (FBgn0037475)	-621	FBgn0037475	FBgn0037475	FBtr0334670						NA
ManzF3Heat_REP2.mLb.clN_peak_1081	chr2L	13385451	13385567	+	16	NA	promoter-TSS (FBgn0265810)	-promoter-TSS (FBgn0265810)	-106	FBgn0265810	FBgn0265810	FBtr0342638						NA
ManzF3Heat_REP2.mLb.clN_peak_8337	chr3R	23687732	23687976	+	16	NA	exon (FBgn0039102, exon 4 of 4)	-exon (FBgn0039102, exon 4 of 4)	1599	FBgn0039102	FBgn0039102	FBtr0084440						NA
ManzF3Heat_REP2.mLb.clN_peak_2252	chr2R	7040012	7040317	+	16	NA	promoter-TSS (FBgn0033132)	-promoter-TSS (FBgn0033132)	28	FBgn0033132	FBgn0033132	FBtr0089030						NA
ManzF3Heat_REP2.mLb.clN_peak_11376	chrX	22604332	22604820	+	16	NA	intron (FBgn0052499, intron 5 of 7)	-intron (FBgn0052499, intron 5 of 7)	28134	FBgn0052499	FBgn0052499	FBtr0077362						NA
ManzF3Heat_REP2.mLb.clN_peak_10946	chrX	18192221	18192343	+	16	NA	intron (FBgn0083228, intron 1 of 7)	-intron (FBgn0083228, intron 1 of 7)	-12810	FBgn0030898	FBgn0030898	FBtr0074591						NA
ManzF3Heat_REP2.mLb.clN_peak_6921	chr3R	7355719	7356059	+	16	NA	Intergenic	Intergenic	6234	FBgn0037500	FBgn0037500	FBtr0081590						NA
ManzF3Heat_REP2.mLb.clN_peak_633	chr2L	7610286	7610402	+	16	NA	intron (FBgn0031926, intron 1 of 5)	-intron (FBgn0031926, intron 1 of 5)	1955	FBgn0031926	FBgn0031926	FBtr0079472						NA
ManzF3Heat_REP2.mLb.clN_peak_2651	chr2R	10564960	10565237	+	16	NA	intron (FBgn0263102, intron 3 of 10)	-intron (FBgn0263102, intron 3 of 9)	-17838	FBgn0283426	FBgn0283426	FBtr0445179						NA
ManzF3Heat_REP2.mLb.clN_peak_10436	chrX	12663468	12663654	+	16	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	3027	FBgn0011837	FBgn0011837	FBtr0333756						NA
