PeakID (cmd=annotatePeaks.pl ManzF6HSan_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
ManzF6HSan_REP2.mLb.clN_peak_5662	chr2R	21452514	21452724	+	17	NA	intron (FBgn0010415, intron 2 of 6)	-intron (FBgn0010415, intron 2 of 6)	28557	FBgn0010415	FBgn0010415	FBtr0474169						NA
ManzF6HSan_REP2.mLb.clN_peak_4019	chr2R	11613043	11613236	+	17	NA	intron (FBgn0033636, intron 1 of 16)	-intron (FBgn0033636, intron 1 of 16)	-3056	FBgn0264508	FBgn0264508	FBtr0333069						NA
ManzF6HSan_REP2.mLb.clN_peak_3855	chr2R	10761861	10762096	+	17	NA	TTS (FBgn0263802)	-TTS (FBgn0263802)	1200	FBgn0263802	FBgn0263802	FBtr0309816						NA
ManzF6HSan_REP2.mLb.clN_peak_14669	chrX	10658375	10660091	+	17	NA	exon (FBgn0030223, exon 2 of 4)	-exon (FBgn0030223, exon 2 of 4)	1553	FBgn0030223	FBgn0030223	FBtr0071492						NA
ManzF6HSan_REP2.mLb.clN_peak_3785	chr2R	10461520	10462296	+	17	NA	exon (FBgn0001122, exon 8 of 8)	-exon (FBgn0001122, exon 8 of 8)	2745	FBgn0001122	FBgn0001122	FBtr0088272						NA
ManzF6HSan_REP2.mLb.clN_peak_9379	chr3L	26030497	26030732	+	17	NA	Intergenic	Intergenic	-16893	FBgn0287183	FBgn0287183	FBtr0113818						NA
ManzF6HSan_REP2.mLb.clN_peak_14953	chrX	12687258	12687818	+	17	NA	exon (FBgn0265523, exon 10 of 10)	-exon (FBgn0265523, exon 10 of 10)	6851	FBgn0286868	FBgn0286868	FBtr0475041						NA
ManzF6HSan_REP2.mLb.clN_peak_7522	chr3L	9087887	9088452	+	17	NA	exon (FBgn0023479, exon 3 of 9)	-exon (FBgn0023479, exon 3 of 9)	-4884	FBgn0043806	FBgn0043806	FBtr0076529						NA
ManzF6HSan_REP2.mLb.clN_peak_9976	chr3R	7572497	7572701	+	17	NA	exon (FBgn0083963, exon 13 of 13)	-exon (FBgn0083963, exon 13 of 13)	20591	FBgn0267105	FBgn0267105	FBtr0346199						NA
ManzF6HSan_REP2.mLb.clN_peak_1346	chr2L	11089794	11090193	+	17	NA	exon (FBgn0032338, exon 2 of 2)	-exon (FBgn0032338, exon 2 of 2)	-1451	FBgn0032339	FBgn0032339	FBtr0343622						NA
ManzF6HSan_REP2.mLb.clN_peak_16043	chrX	21156385	21156727	+	17	NA	promoter-TSS (FBgn0052511)	-promoter-TSS (FBgn0052511)	65	FBgn0052511	FBgn0052511	FBtr0307579						NA
ManzF6HSan_REP2.mLb.clN_peak_4103	chr2R	12005478	12005704	+	17	NA	exon (FBgn0004839, exon 4 of 7)	-exon (FBgn0004839, exon 4 of 7)	-9496	FBgn0266858	FBgn0266858	FBtr0345659						NA
ManzF6HSan_REP2.mLb.clN_peak_9401	chr3L	27160313	27161273	+	17	NA	Intergenic	Intergenic	-9243	FBgn0262789	FBgn0262789	FBtr0305903						NA
ManzF6HSan_REP2.mLb.clN_peak_7540	chr3L	9349070	9349829	+	17	NA	promoter-TSS (FBgn0035977)	-promoter-TSS (FBgn0035977)	-160	FBgn0035977	FBgn0035977	FBtr0076439						NA
ManzF6HSan_REP2.mLb.clN_peak_2602	chr2R	4234146	4235258	+	17	NA	Intergenic	Intergenic	8232	FBgn0262117	FBgn0262117	FBtr0111268						NA
ManzF6HSan_REP2.mLb.clN_peak_12547	chr3R	30690019	30690903	+	17	NA	promoter-TSS (FBgn0039795)	-promoter-TSS (FBgn0039795)	-181	FBgn0039795	FBgn0039795	FBtr0085698						NA
ManzF6HSan_REP2.mLb.clN_peak_15179	chrX	14267892	14268482	+	17	NA	exon (FBgn0002917, exon 2 of 16)	-exon (FBgn0002917, exon 2 of 16)	1820	FBgn0002917	FBgn0002917	FBtr0344822						NA
ManzF6HSan_REP2.mLb.clN_peak_9832	chr3R	6150638	6151131	+	17	NA	exon (FBgn0051559, exon 2 of 2)	-exon (FBgn0051559, exon 2 of 2)	6351	FBgn0051559	FBgn0051559	FBtr0078616						NA
ManzF6HSan_REP2.mLb.clN_peak_2224	chr2L	21005001	21006640	+	17	NA	intron (FBgn0250867, intron 3 of 5)	-intron (FBgn0250867, intron 1 of 1)	-28955	FBgn0286733	FBgn0286733	FBtr0474087						NA
ManzF6HSan_REP2.mLb.clN_peak_13776	chrX	4350926	4351502	+	17	NA	intron (FBgn0262738, intron 4 of 14)	-intron (FBgn0262738, intron 4 of 14)	-15203	FBgn0029706	FBgn0029706	FBtr0070652						NA
ManzF6HSan_REP2.mLb.clN_peak_15774	chrX	18773622	18774119	+	17	NA	exon (FBgn0030954, exon 1 of 5)	-exon (FBgn0030954, exon 1 of 5)	157	FBgn0030954	FBgn0030954	FBtr0113003						NA
ManzF6HSan_REP2.mLb.clN_peak_13350	chrX	1626549	1627117	+	17	NA	intron (FBgn0283451, intron 2 of 7)	-intron (FBgn0283451, intron 2 of 7)	4525	FBgn0283451	FBgn0283451	FBtr0070265						NA
ManzF6HSan_REP2.mLb.clN_peak_8289	chr3L	16096408	16096545	+	17	NA	TTS (FBgn0036566)	-TTS (FBgn0036566)	1017	FBgn0036567	FBgn0036567	FBtr0075496						NA
ManzF6HSan_REP2.mLb.clN_peak_14078	chrX	6552584	6552713	+	17	NA	exon (FBgn0085446, exon 4 of 4)	-exon (FBgn0085446, exon 4 of 4)	6529	FBgn0085446	FBgn0085446	FBtr0345070						NA
ManzF6HSan_REP2.mLb.clN_peak_175	chr2L	1460978	1461854	+	17	NA	Intergenic	Intergenic	18789	FBgn0263321	FBgn0263321	FBtr0343842						NA
ManzF6HSan_REP2.mLb.clN_peak_3763	chr2R	10368619	10369079	+	17	NA	intron (FBgn0261698, intron 2 of 27)	-intron (FBgn0261698, intron 2 of 28)	6664	FBgn0041242	FBgn0041242	FBtr0303149						NA
ManzF6HSan_REP2.mLb.clN_peak_2514	chr2R	1995613	1996027	+	17	NA	exon (FBgn0263780, exon 6 of 14)	-exon (FBgn0263780, exon 6 of 14)	-122674	FBgn0287618	FBgn0287618	FBtr0479969						NA
ManzF6HSan_REP2.mLb.clN_peak_14328	chrX	8215960	8216341	+	17	NA	promoter-TSS (FBgn0261873)	-promoter-TSS (FBgn0261873)	-24534	FBgn0030025	FBgn0030025	FBtr0071166						NA
ManzF6HSan_REP2.mLb.clN_peak_7957	chr3L	12788596	12788852	+	17	NA	intron (FBgn0260945, intron 2 of 10)	-intron (FBgn0260945, intron 2 of 11)	-1468	FBgn0261674	FBgn0261674	FBtr0344221						NA
ManzF6HSan_REP2.mLb.clN_peak_8521	chr3L	17633226	17633529	+	17	NA	promoter-TSS (FBgn0036742)	-promoter-TSS (FBgn0036742)	-60	FBgn0265760	FBgn0265760	FBtr0340722						NA
ManzF6HSan_REP2.mLb.clN_peak_4195	chr2R	12483834	12484056	+	17	NA	intron (FBgn0033744, intron 2 of 10)	-intron (FBgn0033744, intron 2 of 11)	3446	FBgn0085263	FBgn0085263	FBtr0473609						NA
ManzF6HSan_REP2.mLb.clN_peak_14288	chrX	7978472	7979107	+	17	NA	intron (FBgn0003447, intron 1 of 5)	-intron (FBgn0003447, intron 2 of 6)	-10553	FBgn0003656	FBgn0003656	FBtr0301675						NA
ManzF6HSan_REP2.mLb.clN_peak_8306	chr3L	16211507	16211712	+	17	NA	Intergenic	Intergenic	-2319	FBgn0264483	FBgn0264483	FBtr0344761						NA
ManzF6HSan_REP2.mLb.clN_peak_14895	chrX	12021673	12021976	+	17	NA	exon (FBgn0030365, exon 2 of 2)	-exon (FBgn0030365, exon 2 of 2)	756	FBgn0030365	FBgn0030365	FBtr0073622						NA
ManzF6HSan_REP2.mLb.clN_peak_7633	chr3L	9903229	9903451	+	17	NA	TTS (FBgn0036059)	-TTS (FBgn0036059)	4099	FBgn0036059	FBgn0036059	FBtr0076344						NA
ManzF6HSan_REP2.mLb.clN_peak_8131	chr3L	14559776	14560543	+	17	NA	TTS (FBgn0028418)	-TTS (FBgn0028418)	159	FBgn0266117	FBgn0266117	FBtr0343631						NA
ManzF6HSan_REP2.mLb.clN_peak_11326	chr3R	19565973	19566450	+	17	NA	intron (FBgn0260003, intron 26 of 35)	-intron (FBgn0260003, intron 26 of 34)	-19985	FBgn0065080	FBgn0065080	FBtr0091611						NA
ManzF6HSan_REP2.mLb.clN_peak_1939	chr2L	18782586	18783408	+	17	NA	promoter-TSS (FBgn0045852)	-promoter-TSS (FBgn0045852)	-397	FBgn0045852	FBgn0045852	FBtr0332015						NA
ManzF6HSan_REP2.mLb.clN_peak_16023	chrX	21024500	21025482	+	17	NA	exon (FBgn0031142, exon 1 of 3)	-exon (FBgn0031142, exon 1 of 3)	897	FBgn0031142	FBgn0031142	FBtr0077269						NA
ManzF6HSan_REP2.mLb.clN_peak_3994	chr2R	11484799	11485010	+	17	NA	intron (FBgn0001269, intron 1 of 3)	-intron (FBgn0001269, intron 2 of 4)	9196	FBgn0001269	FBgn0001269	FBtr0345673						NA
ManzF6HSan_REP2.mLb.clN_peak_9325	chr3L	23743640	23744413	+	17	NA	intron (FBgn0040056, intron 2 of 7)	-intron (FBgn0040056, intron 1 of 5)	6066	FBgn0040056	FBgn0040056	FBtr0333914						NA
ManzF6HSan_REP2.mLb.clN_peak_9879	chr3R	6468442	6470484	+	17	NA	exon (FBgn0037447, exon 1 of 1)	-exon (FBgn0037447, exon 1 of 1)	1026	FBgn0037447	FBgn0037447	FBtr0081729						NA
ManzF6HSan_REP2.mLb.clN_peak_4704	chr2R	15054137	15054891	+	17	NA	TTS (FBgn0053467)	-TTS (FBgn0053467)	1727	FBgn0053467	FBgn0053467	FBtr0339992						NA
ManzF6HSan_REP2.mLb.clN_peak_5575	chr2R	20945069	20945967	+	17	NA	promoter-TSS (FBgn0065059)	-promoter-TSS (FBgn0065059)	-452	FBgn0065059	FBgn0065059	FBtr0091781						NA
ManzF6HSan_REP2.mLb.clN_peak_15972	chrX	20150548	20150926	+	17	NA	exon (FBgn0031089, exon 3 of 6)	-exon (FBgn0031089, exon 3 of 6)	2613	FBgn0031089	FBgn0031089	FBtr0343173						NA
ManzF6HSan_REP2.mLb.clN_peak_3997	chr2R	11499818	11499974	+	17	NA	intron (FBgn0001269, intron 1 of 3)	-intron (FBgn0001269, intron 2 of 4)	24188	FBgn0001269	FBgn0001269	FBtr0345673						NA
ManzF6HSan_REP2.mLb.clN_peak_8709	chr3L	19140425	19140647	+	17	NA	TTS (FBgn0016797)	-TTS (FBgn0016797)	-1561	FBgn0036851	FBgn0036851	FBtr0346533						NA
ManzF6HSan_REP2.mLb.clN_peak_14911	chrX	12447123	12447677	+	17	NA	exon (FBgn0287828, exon 2 of 9)	-exon (FBgn0287828, exon 2 of 9)	5916	FBgn0287828	FBgn0287828	FBtr0340086						NA
ManzF6HSan_REP2.mLb.clN_peak_11300	chr3R	19227542	19227699	+	17	NA	promoter-TSS (FBgn0267975)	-promoter-TSS (FBgn0267975)	560	FBgn0038690	FBgn0038690	FBtr0083744						NA
ManzF6HSan_REP2.mLb.clN_peak_13585	chrX	2939623	2940436	+	17	NA	exon (FBgn0029643, exon 2 of 2)	-exon (FBgn0029643, exon 2 of 2)	1173	FBgn0029643	FBgn0029643	FBtr0070553						NA
ManzF6HSan_REP2.mLb.clN_peak_12311	chr3R	28731441	28731608	+	17	NA	intron (FBgn0027655, intron 27 of 28)	-intron (FBgn0027655, intron 27 of 28)	13258	FBgn0039595	FBgn0039595	FBtr0336790						NA
ManzF6HSan_REP2.mLb.clN_peak_13891	chrX	5154459	5154594	+	17	NA	intron (FBgn0266098, intron 2 of 30)	-intron (FBgn0266098, intron 2 of 29)	-10784	FBgn0266098	FBgn0266098	FBtr0344668						NA
ManzF6HSan_REP2.mLb.clN_peak_2531	chr2R	2537985	2538750	+	17	NA	intron (FBgn0058263, intron 2 of 5)	-intron (FBgn0058263, intron 2 of 4)	27018	FBgn0058263	FBgn0058263	FBtr0334936						NA
ManzF6HSan_REP2.mLb.clN_peak_145	chr2L	1015649	1015818	+	17	NA	exon (FBgn0031294, exon 7 of 11)	-exon (FBgn0031294, exon 7 of 11)	-3926	FBgn0287617	FBgn0287617	FBtr0479958						NA
ManzF6HSan_REP2.mLb.clN_peak_792	chr2L	6801715	6802295	+	17	NA	exon (FBgn0031859, exon 3 of 4)	-exon (FBgn0031859, exon 3 of 4)	835	FBgn0031859	FBgn0031859	FBtr0345445						NA
ManzF6HSan_REP2.mLb.clN_peak_5770	chr2R	22143796	22144320	+	17	NA	intron (FBgn0000008, intron 2 of 8)	-intron (FBgn0000008, intron 2 of 9)	4123	FBgn0029084	FBgn0029084	FBtr0071766						NA
ManzF6HSan_REP2.mLb.clN_peak_8748	chr3L	19485416	19485814	+	17	NA	exon (FBgn0036874, exon 1 of 1)	-exon (FBgn0036874, exon 1 of 1)	883	FBgn0036874	FBgn0036874	FBtr0074982						NA
ManzF6HSan_REP2.mLb.clN_peak_10496	chr3R	11796295	11796980	+	17	NA	TTS (FBgn0051116)	-TTS (FBgn0051116)	311	FBgn0025802	FBgn0025802	FBtr0082530						NA
ManzF6HSan_REP2.mLb.clN_peak_10526	chr3R	11989385	11989671	+	17	NA	intron (FBgn0260745, intron 2 of 8)	-intron (FBgn0260745, intron 2 of 8)	474	FBgn0260745	FBgn0260745	FBtr0082502						NA
ManzF6HSan_REP2.mLb.clN_peak_13848	chrX	4826114	4826318	+	17	NA	exon (FBgn0029729, exon 1 of 1)	-exon (FBgn0029729, exon 1 of 1)	242	FBgn0029729	FBgn0029729	FBtr0070716						NA
ManzF6HSan_REP2.mLb.clN_peak_3512	chr2R	9194815	9195568	+	17	NA	promoter-TSS (FBgn0015561)	-promoter-TSS (FBgn0015561)	-14	FBgn0015561	FBgn0015561	FBtr0088586						NA
ManzF6HSan_REP2.mLb.clN_peak_2712	chr2R	5301202	5301587	+	17	NA	Intergenic	Intergenic	-5894	FBgn0261403	FBgn0261403	FBtr0086086						NA
ManzF6HSan_REP2.mLb.clN_peak_2505	chr2R	1531047	1531704	+	17	NA	Intergenic	Intergenic	-14545	FBgn0267861	FBgn0267861	FBtr0301121						NA
ManzF6HSan_REP2.mLb.clN_peak_6226	chr2R	24685931	24686266	+	17	NA	intron (FBgn0035049, intron 1 of 4)	-intron (FBgn0035049, intron 1 of 5)	1279	FBgn0035049	FBgn0035049	FBtr0304007						NA
ManzF6HSan_REP2.mLb.clN_peak_8000	chr3L	13191333	13191460	+	17	NA	Intergenic	Intergenic	16918	FBgn0086916	FBgn0086916	FBtr0334063						NA
ManzF6HSan_REP2.mLb.clN_peak_16047	chrX	21217029	21217439	+	17	NA	promoter-TSS (FBgn0052523)	-promoter-TSS (FBgn0052523)	-644	FBgn0052523	FBgn0052523	FBtr0077183						NA
ManzF6HSan_REP2.mLb.clN_peak_13370	chrX	1754130	1754484	+	17	NA	promoter-TSS (FBgn0025391)	-promoter-TSS (FBgn0025391)	-242	FBgn0025391	FBgn0025391	FBtr0302174						NA
ManzF6HSan_REP2.mLb.clN_peak_3099	chr2R	7256259	7256497	+	17	NA	exon (FBgn0266818, exon 1 of 1)	-exon (FBgn0266818, exon 1 of 1)	1776	FBgn0266818	FBgn0266818	FBtr0345539						NA
ManzF6HSan_REP2.mLb.clN_peak_5437	chr2R	19497825	19497984	+	17	NA	exon (FBgn0034454, exon 1 of 5)	-exon (FBgn0034454, exon 1 of 5)	152	FBgn0034454	FBgn0034454	FBtr0086463						NA
ManzF6HSan_REP2.mLb.clN_peak_12304	chr3R	28694587	28694867	+	17	NA	exon (FBgn0039594, exon 9 of 10)	-exon (FBgn0039594, exon 9 of 10)	-1515	FBgn0027655	FBgn0027655	FBtr0336788						NA
ManzF6HSan_REP2.mLb.clN_peak_8258	chr3L	15928903	15929030	+	17	NA	intron (FBgn0000489, intron 2 of 7)	-intron (FBgn0000489, intron 3 of 8)	-4105	FBgn0036544	FBgn0036544	FBtr0334071						NA
ManzF6HSan_REP2.mLb.clN_peak_2805	chr2R	5850207	5850390	+	17	NA	intron (FBgn0085414, intron 2 of 7)	-intron (FBgn0085414, intron 3 of 9)	30097	FBgn0265631	FBgn0265631	FBtr0340497						NA
ManzF6HSan_REP2.mLb.clN_peak_6415	chr3L	444923	445293	+	17	NA	exon (FBgn0001316, exon 12 of 19)	-exon (FBgn0001316, exon 12 of 19)	-7334	FBgn0001316	FBgn0001316	FBtr0333850						NA
ManzF6HSan_REP2.mLb.clN_peak_1795	chr2L	16558513	16559606	+	17	NA	exon (FBgn0259735, exon 2 of 5)	-exon (FBgn0259735, exon 2 of 5)	2138	FBgn0286734	FBgn0286734	FBtr0474089						NA
ManzF6HSan_REP2.mLb.clN_peak_14677	chrX	10715553	10717994	+	17	NA	exon (FBgn0052676, exon 3 of 4)	-exon (FBgn0052676, exon 3 of 4)	-27735	FBgn0265987	FBgn0265987	FBtr0343045						NA
ManzF6HSan_REP2.mLb.clN_peak_8452	chr3L	17035600	17036535	+	17	NA	TTS (FBgn0261872)	-TTS (FBgn0261872)	399	FBgn0036691	FBgn0036691	FBtr0075278						NA
ManzF6HSan_REP2.mLb.clN_peak_4355	chr2R	13325700	13326515	+	17	NA	Intergenic	Intergenic	18701	FBgn0265104	FBgn0265104	FBtr0346953						NA
ManzF6HSan_REP2.mLb.clN_peak_3400	chr2R	8691555	8692226	+	17	NA	TTS (FBgn0033320)	-TTS (FBgn0033320)	442	FBgn0001285	FBgn0001285	FBtr0345661						NA
ManzF6HSan_REP2.mLb.clN_peak_16132	chrX	22448825	22449187	+	17	NA	promoter-TSS (FBgn0014395)	-promoter-TSS (FBgn0014395)	397	FBgn0031184	FBgn0031184	FBtr0077369						NA
ManzF6HSan_REP2.mLb.clN_peak_5725	chr2R	21728108	21728792	+	17	NA	promoter-TSS (FBgn0265963)	-promoter-TSS (FBgn0265963)	-255	FBgn0265963	FBgn0265963	FBtr0346710						NA
ManzF6HSan_REP2.mLb.clN_peak_14951	chrX	12676837	12677128	+	17	NA	intron (FBgn0011837, intron 1 of 2)	-intron (FBgn0011837, intron 2 of 3)	-3705	FBgn0286868	FBgn0286868	FBtr0475041						NA
ManzF6HSan_REP2.mLb.clN_peak_8969	chr3L	21072093	21072328	+	17	NA	exon (FBgn0026179, exon 4 of 6)	-exon (FBgn0026179, exon 4 of 6)	6358	FBgn0262482	FBgn0262482	FBtr0304821						NA
ManzF6HSan_REP2.mLb.clN_peak_956	chr2L	8140240	8140436	+	17	NA	exon (FBgn0031990, exon 2 of 7)	-exon (FBgn0031990, exon 2 of 7)	3709	FBgn0261830	FBgn0261830	FBtr0303390						NA
ManzF6HSan_REP2.mLb.clN_peak_5341	chr2R	18867615	18867828	+	17	NA	TTS (FBgn0262569)	-TTS (FBgn0262569)	330	FBgn0034407	FBgn0034407	FBtr0086621						NA
ManzF6HSan_REP2.mLb.clN_peak_3597	chr2R	9600647	9600794	+	17	NA	promoter-TSS (FBgn0261016)	-promoter-TSS (FBgn0261016)	532	FBgn0050340	FBgn0050340	FBtr0088535						NA
ManzF6HSan_REP2.mLb.clN_peak_4074	chr2R	11849163	11849524	+	17	NA	exon (FBgn0033657, exon 2 of 6)	-exon (FBgn0033657, exon 2 of 6)	-3274	FBgn0013756	FBgn0013756	FBtr0332464						NA
ManzF6HSan_REP2.mLb.clN_peak_6513	chr3L	888645	890143	+	17	NA	promoter-TSS (FBgn0263476)	-promoter-TSS (FBgn0263476)	-876	FBgn0263476	FBgn0263476	FBtr0309775						NA
ManzF6HSan_REP2.mLb.clN_peak_12920	chr4	825041	825195	+	17	NA	intron (FBgn0039938, intron 2 of 4)	-intron (FBgn0039938, intron 2 of 4)	-17771	FBgn0039938	FBgn0039938	FBtr0100600						NA
ManzF6HSan_REP2.mLb.clN_peak_15031	chrX	13302825	13303367	+	17	NA	promoter-TSS (FBgn0030467)	-promoter-TSS (FBgn0030467)	-537	FBgn0283680	FBgn0283680	FBtr0346134						NA
ManzF6HSan_REP2.mLb.clN_peak_9267	chr3L	23087241	23088232	+	17	NA	Intergenic	Intergenic	7735	FBgn0024733	FBgn0024733	FBtr0333910						NA
ManzF6HSan_REP2.mLb.clN_peak_10922	chr3R	15807171	15807306	+	17	NA	intron (FBgn0026616, intron 1 of 4)	-intron (FBgn0026616, intron 1 of 4)	-3743	FBgn0267551	FBgn0267551	FBtr0346928						NA
ManzF6HSan_REP2.mLb.clN_peak_11059	chr3R	16811905	16812034	+	17	NA	intron (FBgn0000014, intron 4 of 5)	-intron (FBgn0000014, intron 5 of 6)	10670	FBgn0267315	FBgn0267315	FBtr0346596						NA
ManzF6HSan_REP2.mLb.clN_peak_586	chr2L	5185835	5185977	+	17	NA	exon (FBgn0261836, exon 6 of 6)	-exon (FBgn0261836, exon 6 of 6)	-1872	FBgn0082990	FBgn0082990	FBtr0113537						NA
ManzF6HSan_REP2.mLb.clN_peak_13497	chrX	2360519	2361178	+	17	NA	intron (FBgn0003159, intron 1 of 3)	-intron (FBgn0003159, intron 1 of 3)	5508	FBgn0003159	FBgn0003159	FBtr0343597						NA
ManzF6HSan_REP2.mLb.clN_peak_6767	chr3L	2762275	2762598	+	17	NA	promoter-TSS (FBgn0052296)	-promoter-TSS (FBgn0052296)	-266	FBgn0052296	FBgn0052296	FBtr0306331						NA
ManzF6HSan_REP2.mLb.clN_peak_9620	chr3R	4871660	4872054	+	17	NA	Intergenic	Intergenic	6676	FBgn0020280	FBgn0020280	FBtr0345252						NA
ManzF6HSan_REP2.mLb.clN_peak_5288	chr2R	18588688	18588905	+	17	NA	intron (FBgn0050115, intron 1 of 8)	-intron (FBgn0050115, intron 1 of 7)	-5479	FBgn0050115	FBgn0050115	FBtr0310055						NA
ManzF6HSan_REP2.mLb.clN_peak_4133	chr2R	12141499	12142165	+	17	NA	exon (FBgn0027495, exon 2 of 3)	-exon (FBgn0027495, exon 2 of 3)	1201	FBgn0027495	FBgn0027495	FBtr0087983						NA
ManzF6HSan_REP2.mLb.clN_peak_11646	chr3R	22213887	22214737	+	17	NA	exon (FBgn0038934, exon 1 of 3)	-exon (FBgn0038934, exon 1 of 3)	2488	FBgn0038934	FBgn0038934	FBtr0310204						NA
ManzF6HSan_REP2.mLb.clN_peak_6782	chr3L	2891957	2892178	+	17	NA	promoter-TSS (FBgn0035379)	-promoter-TSS (FBgn0035379)	99	FBgn0035379	FBgn0035379	FBtr0073011						NA
ManzF6HSan_REP2.mLb.clN_peak_9009	chr3L	21359232	21360056	+	17	NA	promoter-TSS (FBgn0052440)	-promoter-TSS (FBgn0052440)	-535	FBgn0052440	FBgn0052440	FBtr0078345						NA
ManzF6HSan_REP2.mLb.clN_peak_6309	chr2R	25074932	25075249	+	17	NA	promoter-TSS (FBgn0050198)	-promoter-TSS (FBgn0050198)	-915	FBgn0050198	FBgn0050198	FBtr0072445						NA
ManzF6HSan_REP2.mLb.clN_peak_15322	chrX	15587783	15588349	+	17	NA	exon (FBgn0030661, exon 1 of 2)	-exon (FBgn0030661, exon 1 of 2)	333	FBgn0030661	FBgn0030661	FBtr0074048						NA
ManzF6HSan_REP2.mLb.clN_peak_13343	chrX	1586456	1586626	+	17	NA	intron (FBgn0025390, intron 3 of 8)	-intron (FBgn0025390, intron 2 of 7)	-28141	FBgn0065095	FBgn0065095	FBtr0091687						NA
ManzF6HSan_REP2.mLb.clN_peak_9469	chr3R	3633853	3634280	+	17	NA	Intergenic	Intergenic	10923	FBgn0086378	FBgn0086378	FBtr0301810						NA
ManzF6HSan_REP2.mLb.clN_peak_122	chr2L	781297	781682	+	17	NA	exon (FBgn0041250, exon 1 of 4)	-exon (FBgn0041250, exon 1 of 4)	213	FBgn0041250	FBgn0041250	FBtr0331651						NA
ManzF6HSan_REP2.mLb.clN_peak_4566	chr2R	14391213	14391352	+	17	NA	exon (FBgn0033933, exon 1 of 1)	-exon (FBgn0033933, exon 1 of 1)	586	FBgn0033933	FBgn0033933	FBtr0087486						NA
ManzF6HSan_REP2.mLb.clN_peak_589	chr2L	5194342	5194539	+	17	NA	TTS (FBgn0065083)	-TTS (FBgn0065083)	969	FBgn0065083	FBgn0065083	FBtr0091790						NA
ManzF6HSan_REP2.mLb.clN_peak_15609	chrX	17568913	17569152	+	17	NA	exon (FBgn0030844, exon 1 of 6)	-exon (FBgn0030844, exon 1 of 6)	196	FBgn0030844	FBgn0030844	FBtr0329827						NA
ManzF6HSan_REP2.mLb.clN_peak_5600	chr2R	21078252	21078568	+	17	NA	intron (FBgn0003748, intron 2 of 6)	-intron (FBgn0003748, intron 2 of 6)	2745	FBgn0003748	FBgn0003748	FBtr0071535						NA
ManzF6HSan_REP2.mLb.clN_peak_3286	chr2R	8103708	8103859	+	17	NA	exon (FBgn0033260, exon 8 of 12)	-exon (FBgn0033260, exon 8 of 12)	2531	FBgn0033260	FBgn0033260	FBtr0088821						NA
ManzF6HSan_REP2.mLb.clN_peak_730	chr2L	6411333	6413877	+	17	NA	exon (FBgn0031811, exon 1 of 3)	-exon (FBgn0031811, exon 1 of 3)	290	FBgn0031811	FBgn0031811	FBtr0079256						NA
ManzF6HSan_REP2.mLb.clN_peak_10013	chr3R	7978695	7979070	+	17	NA	promoter-TSS (FBgn0010401)	-promoter-TSS (FBgn0010401)	-77	FBgn0010401	FBgn0010401	FBtr0331341						NA
ManzF6HSan_REP2.mLb.clN_peak_4229	chr2R	12658507	12658842	+	17	NA	TTS (FBgn0261673)	-TTS (FBgn0261673)	2720	FBgn0033763	FBgn0033763	FBtr0301237						NA
ManzF6HSan_REP2.mLb.clN_peak_1093	chr2L	9234138	9234396	+	17	NA	exon (FBgn0041092, exon 4 of 15)	-exon (FBgn0041092, exon 4 of 15)	2327	FBgn0051885	FBgn0051885	FBtr0079820						NA
ManzF6HSan_REP2.mLb.clN_peak_14900	chrX	12060435	12061160	+	17	NA	exon (FBgn0052656, exon 2 of 2)	-exon (FBgn0052656, exon 2 of 2)	1002	FBgn0052656	FBgn0052656	FBtr0342741						NA
ManzF6HSan_REP2.mLb.clN_peak_14010	chrX	5957203	5957831	+	17	NA	TTS (FBgn0005390)	-TTS (FBgn0005390)	1888	FBgn0029828	FBgn0029828	FBtr0070864						NA
ManzF6HSan_REP2.mLb.clN_peak_7122	chr3L	5870879	5871141	+	17	NA	promoter-TSS (FBgn0035641)	-promoter-TSS (FBgn0035641)	-491	FBgn0035641	FBgn0035641	FBtr0077025						NA
ManzF6HSan_REP2.mLb.clN_peak_14324	chrX	8208922	8209622	+	17	NA	exon (FBgn0261873, exon 6 of 17)	-exon (FBgn0261873, exon 6 of 17)	30723	FBgn0261873	FBgn0261873	FBtr0340142						NA
ManzF6HSan_REP2.mLb.clN_peak_2317	chr2L	21610835	21612093	+	17	NA	Intergenic	Intergenic	12616	FBgn0032955	FBgn0032955	FBtr0345685						NA
ManzF6HSan_REP2.mLb.clN_peak_16042	chrX	21137069	21138753	+	17	NA	exon (FBgn0083956, exon 13 of 15)	-exon (FBgn0083956, exon 13 of 15)	9130	FBgn0266647	FBgn0266647	FBtr0346037						NA
ManzF6HSan_REP2.mLb.clN_peak_15214	chrX	14854578	14855209	+	17	NA	exon (FBgn0030589, exon 1 of 1)	-exon (FBgn0030589, exon 1 of 1)	1468	FBgn0030589	FBgn0030589	FBtr0073984						NA
