PeakID (cmd=annotatePeaks.pl AkaaF3Heat_REP2.mLb.clN_peaks.broadPeak Dmel_FB_r6_v46_chr_andMt.fasta -gid -gtf Dmel_FB_r6_v46_chr_andMt.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
AkaaF3Heat_REP2.mLb.clN_peak_6604	chr3L	21414749	21414877	+	18	NA	intron (FBgn0261258, intron 2 of 6)	-intron (FBgn0261258, intron 2 of 6)	1510	FBgn0267616	FBgn0267616	FBtr0347057						NA
AkaaF3Heat_REP2.mLb.clN_peak_603	chr2L	6411095	6411463	+	18	NA	promoter-TSS (FBgn0259714)	-promoter-TSS (FBgn0259714)	47	FBgn0259714	FBgn0259714	FBtr0299967						NA
AkaaF3Heat_REP2.mLb.clN_peak_5929	chr3L	14904446	14904729	+	18	NA	exon (FBgn0259099, exon 1 of 11)	-exon (FBgn0259099, exon 1 of 11)	782	FBgn0259099	FBgn0259099	FBtr0331181						NA
AkaaF3Heat_REP2.mLb.clN_peak_10135	chrX	1749876	1750022	+	18	NA	exon (FBgn0025391, exon 2 of 6)	-exon (FBgn0025391, exon 2 of 6)	4116	FBgn0025391	FBgn0025391	FBtr0302174						NA
AkaaF3Heat_REP2.mLb.clN_peak_7716	chr3R	10357501	10357851	+	18	NA	intron (FBgn0015396, intron 1 of 2)	-intron (FBgn0015396, intron 1 of 2)	7494	FBgn0015396	FBgn0015396	FBtr0082237						NA
AkaaF3Heat_REP2.mLb.clN_peak_139	chr2L	1287533	1287727	+	18	NA	exon (FBgn0041097, exon 9 of 12)	-exon (FBgn0041097, exon 9 of 12)	31213	FBgn0041097	FBgn0041097	FBtr0479835						NA
AkaaF3Heat_REP2.mLb.clN_peak_10496	chrX	4666866	4667217	+	18	NA	promoter-TSS (FBgn0029720)	-promoter-TSS (FBgn0029720)	-341	FBgn0029720	FBgn0029720	FBtr0332316						NA
AkaaF3Heat_REP2.mLb.clN_peak_8674	chr3R	21169766	21170014	+	18	NA	intron (FBgn0264357, intron 2 of 12)	-intron (FBgn0264357, intron 3 of 12)	-1685	FBgn0260004	FBgn0260004	FBtr0333928						NA
AkaaF3Heat_REP2.mLb.clN_peak_720	chr2L	7811458	7811866	+	18	NA	promoter-TSS (FBgn0031952)	-promoter-TSS (FBgn0031952)	-959	FBgn0031952	FBgn0031952	FBtr0343424						NA
AkaaF3Heat_REP2.mLb.clN_peak_7244	chr3R	6141757	6142304	+	18	NA	Intergenic	Intergenic	-14075	FBgn0263498	FBgn0263498	FBtr0309513						NA
AkaaF3Heat_REP2.mLb.clN_peak_1688	chr2L	19066451	19066677	+	18	NA	exon (FBgn0032752, exon 6 of 6)	-exon (FBgn0032752, exon 6 of 6)	1635	FBgn0032751	FBgn0032751	FBtr0081151						NA
AkaaF3Heat_REP2.mLb.clN_peak_8028	chr3R	13964855	13965068	+	18	NA	promoter-TSS (FBgn0015270)	-promoter-TSS (FBgn0015270)	76	FBgn0015270	FBgn0015270	FBtr0082866						NA
AkaaF3Heat_REP2.mLb.clN_peak_3344	chr2R	14908224	14908454	+	18	NA	promoter-TSS (FBgn0027596)	-promoter-TSS (FBgn0027596)	-368	FBgn0027596	FBgn0027596	FBtr0303757						NA
AkaaF3Heat_REP2.mLb.clN_peak_9177	chr3R	27067519	27067679	+	18	NA	intron (FBgn0003495, intron 1 of 6)	-intron (FBgn0003495, intron 1 of 5)	2163	FBgn0264563	FBgn0264563	FBtr0333426						NA
AkaaF3Heat_REP2.mLb.clN_peak_9837	chr4	775240	775437	+	18	NA	exon (FBgn0005666, exon 41 of 41)	-exon (FBgn0005666, exon 41 of 41)	1808	FBgn0266727	FBgn0266727	FBtr0345200						NA
AkaaF3Heat_REP2.mLb.clN_peak_12209	chrX	21358227	21358752	+	18	NA	TTS (FBgn0003464)	-TTS (FBgn0003464)	203	FBgn0011710	FBgn0011710	FBtr0077198						NA
AkaaF3Heat_REP2.mLb.clN_peak_6260	chr3L	18200597	18200715	+	18	NA	promoter-TSS (FBgn0036782)	-promoter-TSS (FBgn0036782)	-838	FBgn0036782	FBgn0036782	FBtr0310156						NA
AkaaF3Heat_REP2.mLb.clN_peak_105	chr2L	900667	900831	+	18	NA	TTS (FBgn0003916)	-TTS (FBgn0003916)	905	FBgn0003916	FBgn0003916	FBtr0078028						NA
AkaaF3Heat_REP2.mLb.clN_peak_10524	chrX	4911717	4912355	+	18	NA	promoter-TSS (FBgn0052772)	-promoter-TSS (FBgn0052772)	-345	FBgn0052772	FBgn0052772	FBtr0343533						NA
AkaaF3Heat_REP2.mLb.clN_peak_6525	chr3L	20685729	20685842	+	18	NA	Intergenic	Intergenic	8771	FBgn0001320	FBgn0001320	FBtr0078283						NA
AkaaF3Heat_REP2.mLb.clN_peak_6643	chr3L	21696309	21696419	+	18	NA	intron (FBgn0052447, intron 1 of 2)	-intron (FBgn0052447, intron 1 of 2)	10001	FBgn0052447	FBgn0052447	FBtr0333970						NA
AkaaF3Heat_REP2.mLb.clN_peak_10454	chrX	4322433	4322586	+	18	NA	promoter-TSS (FBgn0262738)	-promoter-TSS (FBgn0262738)	-278	FBgn0040907	FBgn0040907	FBtr0070655						NA
AkaaF3Heat_REP2.mLb.clN_peak_8748	chr3R	22004230	22004441	+	18	NA	exon (FBgn0264490, exon 6 of 6)	-exon (FBgn0264490, exon 6 of 6)	-10362	FBgn0038921	FBgn0038921	FBtr0084170						NA
AkaaF3Heat_REP2.mLb.clN_peak_2678	chr2R	9087557	9087863	+	18	NA	promoter-TSS (FBgn0010220)	-promoter-TSS (FBgn0010220)	-78	FBgn0033372	FBgn0033372	FBtr0300369						NA
AkaaF3Heat_REP2.mLb.clN_peak_2573	chr2R	8347522	8347688	+	18	NA	exon (FBgn0261588, exon 2 of 11)	-exon (FBgn0261588, exon 2 of 11)	-10933	FBgn0033283	FBgn0033283	FBtr0088739						NA
AkaaF3Heat_REP2.mLb.clN_peak_1282	chr2L	14529852	14530561	+	18	NA	TTS (FBgn0011866)	-TTS (FBgn0011866)	410	FBgn0011865	FBgn0011865	FBtr0080664						NA
AkaaF3Heat_REP2.mLb.clN_peak_12333	chrX	22809870	22811821	+	18	NA	exon (FBgn0031201, exon 1 of 1)	-exon (FBgn0031201, exon 1 of 1)	1090	FBgn0031201	FBgn0031201	FBtr0077343						NA
AkaaF3Heat_REP2.mLb.clN_peak_5441	chr3L	9770000	9770192	+	18	NA	promoter-TSS (FBgn0036043)	-promoter-TSS (FBgn0036043)	6552	FBgn0036043	FBgn0036043	FBtr0331848						NA
AkaaF3Heat_REP2.mLb.clN_peak_10750	chrX	7242021	7242527	+	18	NA	TTS (FBgn0029939)	-TTS (FBgn0029939)	15819	FBgn0029939	FBgn0029939	FBtr0474234						NA
AkaaF3Heat_REP2.mLb.clN_peak_12263	chrX	22406553	22406832	+	18	NA	Intergenic	Intergenic	-37535	FBgn0031183	FBgn0031183	FBtr0339557						NA
AkaaF3Heat_REP2.mLb.clN_peak_6979	chr3R	4228809	4229282	+	18	NA	exon (FBgn0261436, exon 1 of 5)	-exon (FBgn0261436, exon 1 of 5)	193	FBgn0261436	FBgn0261436	FBtr0078986						NA
AkaaF3Heat_REP2.mLb.clN_peak_3307	chr2R	14539904	14540251	+	18	NA	intron (FBgn0265974, intron 1 of 9)	-intron (FBgn0265974, intron 1 of 9)	6295	FBgn0050076	FBgn0050076	FBtr0475302						NA
AkaaF3Heat_REP2.mLb.clN_peak_10595	chrX	5745573	5746171	+	18	NA	intron (FBgn0261383, intron 1 of 2)	-intron (FBgn0261383, intron 1 of 1)	1382	FBgn0261383	FBgn0261383	FBtr0332401						NA
AkaaF3Heat_REP2.mLb.clN_peak_9496	chr3R	30367605	30367842	+	18	NA	exon (FBgn0010113, exon 6 of 6)	-exon (FBgn0010113, exon 6 of 6)	-9585	FBgn0267783	FBgn0267783	FBtr0347347						NA
AkaaF3Heat_REP2.mLb.clN_peak_11516	chrX	15066946	15067104	+	18	NA	promoter-TSS (FBgn0030607)	-promoter-TSS (FBgn0030607)	18	FBgn0030607	FBgn0030607	FBtr0073961						NA
AkaaF3Heat_REP2.mLb.clN_peak_9123	chr3R	26507146	26507336	+	18	NA	intron (FBgn0039431, intron 2 of 10)	-intron (FBgn0039431, intron 2 of 10)	2859	FBgn0267752	FBgn0267752	FBtr0347316						NA
AkaaF3Heat_REP2.mLb.clN_peak_1739	chr2L	19517541	19517687	+	18	NA	promoter-TSS (FBgn0032797)	-promoter-TSS (FBgn0032797)	-933	FBgn0032797	FBgn0032797	FBtr0302107						NA
AkaaF3Heat_REP2.mLb.clN_peak_2109	chr2R	4253610	4253750	+	18	NA	Intergenic	Intergenic	-10746	FBgn0262117	FBgn0262117	FBtr0111268						NA
AkaaF3Heat_REP2.mLb.clN_peak_1132	chr2L	13071624	13071952	+	18	NA	Intergenic	Intergenic	-11648	FBgn0262160	FBgn0262160	FBtr0336617						NA
AkaaF3Heat_REP2.mLb.clN_peak_8344	chr3R	17332566	17333038	+	18	NA	intron (FBgn0038498, intron 1 of 5)	-intron (FBgn0038498, intron 2 of 6)	13531	FBgn0038498	FBgn0038498	FBtr0083453						NA
AkaaF3Heat_REP2.mLb.clN_peak_10018	chrX	881088	881794	+	18	NA	exon (FBgn0264449, exon 2 of 11)	-exon (FBgn0264449, exon 2 of 11)	5709	FBgn0040341	FBgn0040341	FBtr0070163						NA
AkaaF3Heat_REP2.mLb.clN_peak_12174	chrX	21137941	21138384	+	18	NA	intron (FBgn0083956, intron 13 of 14)	-intron (FBgn0083956, intron 13 of 14)	8879	FBgn0266647	FBgn0266647	FBtr0346037						NA
AkaaF3Heat_REP2.mLb.clN_peak_662	chr2L	7133990	7134220	+	18	NA	promoter-TSS (FBgn0085407)	-promoter-TSS (FBgn0085407)	-8199	FBgn0265823	FBgn0265823	FBtr0342653						NA
AkaaF3Heat_REP2.mLb.clN_peak_3758	chr2R	19164051	19164567	+	18	NA	TTS (FBgn0000578)	-TTS (FBgn0000578)	-5914	FBgn0034420	FBgn0034420	FBtr0481659						NA
AkaaF3Heat_REP2.mLb.clN_peak_8470	chr3R	18914788	18914977	+	18	NA	promoter-TSS (FBgn0261113)	-promoter-TSS (FBgn0261113)	-1960	FBgn0038660	FBgn0038660	FBtr0083724						NA
AkaaF3Heat_REP2.mLb.clN_peak_2632	chr2R	8759218	8759346	+	18	NA	exon (FBgn0027585, exon 8 of 8)	-exon (FBgn0027585, exon 8 of 8)	9513	FBgn0265305	FBgn0265305	FBtr0339339						NA
AkaaF3Heat_REP2.mLb.clN_peak_9397	chr3R	29352328	29352594	+	18	NA	Intergenic	Intergenic	4310	FBgn0267107	FBgn0267107	FBtr0346201						NA
AkaaF3Heat_REP2.mLb.clN_peak_11613	chrX	16267939	16268139	+	18	NA	intron (FBgn0040207, intron 7 of 9)	-intron (FBgn0040207, intron 8 of 10)	-1502	FBgn0030729	FBgn0030729	FBtr0290087						NA
AkaaF3Heat_REP2.mLb.clN_peak_2308	chr2R	6518572	6518934	+	18	NA	intron (FBgn0086655, intron 1 of 6)	-intron (FBgn0086655, intron 1 of 6)	-8458	FBgn0266620	FBgn0266620	FBtr0344903						NA
AkaaF3Heat_REP2.mLb.clN_peak_9013	chr3R	25315977	25316299	+	18	NA	promoter-TSS (FBgn0039323)	-promoter-TSS (FBgn0039323)	-22	FBgn0039323	FBgn0039323	FBtr0289942						NA
AkaaF3Heat_REP2.mLb.clN_peak_5542	chr3L	10843793	10844004	+	18	NA	intron (FBgn0026160, intron 1 of 10)	-intron (FBgn0026160, intron 1 of 10)	6792	FBgn0266679	FBgn0266679	FBtr0345044						NA
AkaaF3Heat_REP2.mLb.clN_peak_5269	chr3L	7697315	7697609	+	18	NA	exon (FBgn0261788, exon 13 of 19)	-exon (FBgn0261788, exon 13 of 19)	-1808	FBgn0265084	FBgn0265084	FBtr0336853						NA
AkaaF3Heat_REP2.mLb.clN_peak_8131	chr3R	14830423	14830641	+	18	NA	exon (FBgn0266756, exon 3 of 14)	-exon (FBgn0266756, exon 3 of 14)	10828	FBgn0267688	FBgn0267688	FBtr0347180						NA
AkaaF3Heat_REP2.mLb.clN_peak_663	chr2L	7143924	7144878	+	18	NA	exon (FBgn0265823, exon 1 of 1)	-exon (FBgn0265823, exon 1 of 1)	2097	FBgn0265823	FBgn0265823	FBtr0342653						NA
AkaaF3Heat_REP2.mLb.clN_peak_3967	chr2R	20793317	20793526	+	18	NA	exon (FBgn0034551, exon 1 of 1)	-exon (FBgn0034551, exon 1 of 1)	439	FBgn0034551	FBgn0034551	FBtr0342791						NA
AkaaF3Heat_REP2.mLb.clN_peak_11378	chrX	13829939	13830368	+	18	NA	TTS (FBgn0052626)	-TTS (FBgn0052626)	164	FBgn0030530	FBgn0030530	FBtr0340292						NA
AkaaF3Heat_REP2.mLb.clN_peak_12056	chrX	20057207	20058483	+	18	NA	intron (FBgn0053517, intron 1 of 9)	-intron (FBgn0053517, intron 1 of 8)	4861	FBgn0053517	FBgn0053517	FBtr0343171						NA
AkaaF3Heat_REP2.mLb.clN_peak_10928	chrX	9134684	9135622	+	18	NA	promoter-TSS (FBgn0030090)	-promoter-TSS (FBgn0030090)	-54	FBgn0030090	FBgn0030090	FBtr0333304						NA
AkaaF3Heat_REP2.mLb.clN_peak_11282	chrX	12756478	12756636	+	18	NA	TTS (FBgn0020513)	-TTS (FBgn0020513)	4060	FBgn0020513	FBgn0020513	FBtr0333799						NA
AkaaF3Heat_REP2.mLb.clN_peak_6140	chr3L	17084448	17084772	+	18	NA	intron (FBgn0260943, intron 7 of 14)	-intron (FBgn0260943, intron 7 of 14)	28997	FBgn0036698	FBgn0036698	FBtr0075284						NA
AkaaF3Heat_REP2.mLb.clN_peak_7890	chr3R	12269063	12269877	+	18	NA	exon (FBgn0264831, exon 2 of 2)	-exon (FBgn0264831, exon 2 of 2)	686	FBgn0264831	FBgn0264831	FBtr0334693						NA
AkaaF3Heat_REP2.mLb.clN_peak_4576	chr3L	779328	779988	+	18	NA	Intergenic	Intergenic	9295	FBgn0052481	FBgn0052481	FBtr0072580						NA
AkaaF3Heat_REP2.mLb.clN_peak_6682	chr3L	21934361	21934748	+	18	NA	promoter-TSS (FBgn0037140)	-promoter-TSS (FBgn0037140)	-150	FBgn0037140	FBgn0037140	FBtr0078471						NA
AkaaF3Heat_REP2.mLb.clN_peak_6195	chr3L	17653244	17654349	+	18	NA	promoter-TSS (FBgn0036745)	-promoter-TSS (FBgn0036745)	484	FBgn0052177	FBgn0052177	FBtr0075210						NA
AkaaF3Heat_REP2.mLb.clN_peak_4371	chr2R	24363350	24363933	+	18	NA	intron (FBgn0266046, intron 1 of 1)	-intron (FBgn0004101, intron 2 of 3)	6048	FBgn0266046	FBgn0266046	FBtr0343311						NA
AkaaF3Heat_REP2.mLb.clN_peak_742	chr2L	7991575	7991713	+	18	NA	promoter-TSS (FBgn0031969)	-promoter-TSS (FBgn0031969)	1572	FBgn0031969	FBgn0031969	FBtr0300183						NA
AkaaF3Heat_REP2.mLb.clN_peak_5555	chr3L	10948405	10948581	+	18	NA	Intergenic	Intergenic	-10738	FBgn0266783	FBgn0266783	FBtr0345409						NA
AkaaF3Heat_REP2.mLb.clN_peak_4134	chr2R	22214158	22214274	+	18	NA	intron (FBgn0025186, intron 1 of 2)	-intron (FBgn0025186, intron 1 of 2)	1381	FBgn0025186	FBgn0025186	FBtr0071774						NA
AkaaF3Heat_REP2.mLb.clN_peak_642	chr2L	6821813	6822287	+	18	NA	promoter-TSS (FBgn0051632)	-promoter-TSS (FBgn0051632)	116	FBgn0051632	FBgn0051632	FBtr0345446						NA
AkaaF3Heat_REP2.mLb.clN_peak_11512	chrX	15042155	15042453	+	18	NA	TTS (FBgn0052594)	-TTS (FBgn0052594)	-6624	FBgn0030603	FBgn0030603	FBtr0073959						NA
AkaaF3Heat_REP2.mLb.clN_peak_1557	chr2L	17591764	17592044	+	18	NA	promoter-TSS (FBgn0261089)	-promoter-TSS (FBgn0261089)	395	FBgn0032652	FBgn0032652	FBtr0340254						NA
AkaaF3Heat_REP2.mLb.clN_peak_3053	chr2R	12333994	12334376	+	18	NA	promoter-TSS (FBgn0050249)	-promoter-TSS (FBgn0050249)	120	FBgn0050250	FBgn0050250	FBtr0087962						NA
AkaaF3Heat_REP2.mLb.clN_peak_7216	chr3R	5925800	5926327	+	18	NA	intron (FBgn0083949, intron 2 of 17)	-intron (FBgn0083949, intron 2 of 17)	11747	FBgn0267400	FBgn0267400	FBtr0346725						NA
AkaaF3Heat_REP2.mLb.clN_peak_3711	chr2R	18770872	18771538	+	18	NA	promoter-TSS (FBgn0034389)	-promoter-TSS (FBgn0034389)	1074	FBgn0050229	FBgn0050229	FBtr0086611						NA
AkaaF3Heat_REP2.mLb.clN_peak_1111	chr2L	12756126	12756254	+	18	NA	intron (FBgn0032456, intron 12 of 12)	-intron (FBgn0032456, intron 12 of 12)	5650	FBgn0032457	FBgn0032457	FBtr0080402						NA
AkaaF3Heat_REP2.mLb.clN_peak_10334	chrX	3362499	3363233	+	18	NA	promoter-TSS (FBgn0267963)	-promoter-TSS (FBgn0267963)	-820	FBgn0267963	FBgn0267963	FBtr0347539						NA
AkaaF3Heat_REP2.mLb.clN_peak_9720	chr3R	32006320	32006673	+	18	NA	intron (FBgn0011224, intron 1 of 13)	-intron (FBgn0011224, intron 1 of 13)	-6152	FBgn0267116	FBgn0267116	FBtr0346212						NA
AkaaF3Heat_REP2.mLb.clN_peak_8784	chr3R	22462378	22462604	+	18	NA	promoter-TSS (FBgn0263351)	-promoter-TSS (FBgn0263351)	36	FBgn0263351	FBgn0263351	FBtr0301866						NA
AkaaF3Heat_REP2.mLb.clN_peak_8293	chr3R	16647626	16648199	+	18	NA	promoter-TSS (FBgn0038454)	-promoter-TSS (FBgn0038454)	307	FBgn0015019	FBgn0015019	FBtr0302371						NA
AkaaF3Heat_REP2.mLb.clN_peak_1496	chr2L	16706705	16707096	+	18	NA	intron (FBgn0062978, intron 1 of 1)	-intron (FBgn0062978, intron 1 of 1)	-3703	FBgn0263745	FBgn0263745	FBtr0310392						NA
AkaaF3Heat_REP2.mLb.clN_peak_10942	chrX	9344179	9344924	+	18	NA	intron (FBgn0085478, intron 2 of 10)	-intron (FBgn0085478, intron 2 of 10)	11676	FBgn0085478	FBgn0085478	FBtr0331304						NA
AkaaF3Heat_REP2.mLb.clN_peak_2604	chr2R	8534008	8534517	+	18	NA	Intergenic	Intergenic	-1968	FBgn0050361	FBgn0050361	FBtr0330608						NA
AkaaF3Heat_REP2.mLb.clN_peak_2677	chr2R	9075194	9075389	+	18	NA	exon (FBgn0267586, exon 1 of 1)	-exon (FBgn0267586, exon 1 of 1)	660	FBgn0267586	FBgn0267586	FBtr0347017						NA
AkaaF3Heat_REP2.mLb.clN_peak_5442	chr3L	9784092	9784348	+	18	NA	exon (FBgn0036043, exon 10 of 13)	-exon (FBgn0036043, exon 10 of 13)	-2826	FBgn0044328	FBgn0044328	FBtr0347599						NA
AkaaF3Heat_REP2.mLb.clN_peak_896	chr2L	9595998	9596218	+	18	NA	Intergenic	Intergenic	4764	FBgn0032132	FBgn0032132	FBtr0114535						NA
AkaaF3Heat_REP2.mLb.clN_peak_11671	chrX	16943626	16943808	+	18	NA	promoter-TSS (FBgn0030806)	-promoter-TSS (FBgn0030806)	427	FBgn0030808	FBgn0030808	FBtr0290096						NA
AkaaF3Heat_REP2.mLb.clN_peak_8965	chr3R	24659684	24659852	+	18	NA	TTS (FBgn0020018)	-TTS (FBgn0020018)	147	FBgn0051126	FBgn0051126	FBtr0084663						NA
AkaaF3Heat_REP2.mLb.clN_peak_4097	chr2R	21944345	21944517	+	18	NA	exon (FBgn0085397, exon 5 of 5)	-exon (FBgn0085397, exon 5 of 5)	-7161	FBgn0034670	FBgn0034670	FBtr0342977						NA
AkaaF3Heat_REP2.mLb.clN_peak_11386	chrX	13889513	13889879	+	18	NA	intron (FBgn0267033, intron 4 of 6)	-intron (FBgn0267033, intron 4 of 10)	-51598	FBgn0052626	FBgn0052626	FBtr0309245						NA
AkaaF3Heat_REP2.mLb.clN_peak_5975	chr3L	15320604	15320932	+	18	NA	TTS (FBgn0267933)	-TTS (FBgn0267933)	845	FBgn0267933	FBgn0267933	FBtr0347508						NA
AkaaF3Heat_REP2.mLb.clN_peak_3118	chr2R	12984817	12985129	+	18	NA	promoter-TSS (FBgn0265427)	-promoter-TSS (FBgn0265427)	-394	FBgn0265427	FBgn0265427	FBtr0339737						NA
AkaaF3Heat_REP2.mLb.clN_peak_3478	chr2R	16308395	16309125	+	18	NA	promoter-TSS (FBgn0085428)	-promoter-TSS (FBgn0085428)	-182	FBgn0085428	FBgn0085428	FBtr0345379						NA
AkaaF3Heat_REP2.mLb.clN_peak_12343	chrX	22841352	22841537	+	18	NA	intron (FBgn0259677, intron 1 of 5)	-intron (FBgn0000719, intron 2 of 2)	9045	FBgn0259677	FBgn0259677	FBtr0333178						NA
AkaaF3Heat_REP2.mLb.clN_peak_7003	chr3R	4360253	4361242	+	18	NA	intron (FBgn0037238, intron 1 of 6)	-intron (FBgn0037238, intron 1 of 4)	864	FBgn0037238	FBgn0037238	FBtr0335203						NA
AkaaF3Heat_REP2.mLb.clN_peak_313	chr2L	3339554	3339721	+	18	NA	intron (FBgn0020445, intron 2 of 8)	-intron (FBgn0020445, intron 2 of 8)	6823	FBgn0031523	FBgn0031523	FBtr0077587						NA
AkaaF3Heat_REP2.mLb.clN_peak_3112	chr2R	12928351	12928554	+	18	NA	promoter-TSS (FBgn0033782)	-promoter-TSS (FBgn0033782)	3885	FBgn0033782	FBgn0033782	FBtr0331985						NA
AkaaF3Heat_REP2.mLb.clN_peak_8616	chr3R	20455769	20455930	+	18	NA	intron (FBgn0262869, intron 3 of 20)	-intron (FBgn0262869, intron 3 of 17)	28739	FBgn0262869	FBgn0262869	FBtr0346115						NA
AkaaF3Heat_REP2.mLb.clN_peak_11081	chrX	10714802	10715127	+	18	NA	exon (FBgn0052676, exon 4 of 4)	-exon (FBgn0052676, exon 4 of 4)	-29544	FBgn0265987	FBgn0265987	FBtr0343045						NA
AkaaF3Heat_REP2.mLb.clN_peak_10247	chrX	2603902	2604200	+	18	NA	promoter-TSS (FBgn0004643)	-promoter-TSS (FBgn0004643)	-146	FBgn0004643	FBgn0004643	FBtr0070441						NA
AkaaF3Heat_REP2.mLb.clN_peak_2158	chr2R	5340757	5341030	+	18	NA	exon (FBgn0033017, exon 1 of 2)	-exon (FBgn0033017, exon 1 of 2)	102	FBgn0033017	FBgn0033017	FBtr0086094						NA
AkaaF3Heat_REP2.mLb.clN_peak_3306	chr2R	14533175	14533294	+	18	NA	intron (FBgn0265974, intron 1 of 9)	-intron (FBgn0265974, intron 1 of 9)	6658	FBgn0265974	FBgn0265974	FBtr0474168						NA
AkaaF3Heat_REP2.mLb.clN_peak_1550	chr2L	17492414	17492561	+	18	NA	promoter-TSS (FBgn0003187)	-promoter-TSS (FBgn0003187)	-172	FBgn0003187	FBgn0003187	FBtr0080996						NA
AkaaF3Heat_REP2.mLb.clN_peak_1664	chr2L	18802674	18802872	+	18	NA	Intergenic	Intergenic	2574	FBgn0264362	FBgn0264362	FBtr0332209						NA
AkaaF3Heat_REP2.mLb.clN_peak_4954	chr3L	4195743	4195952	+	18	NA	exon (FBgn0263110, exon 6 of 26)	-exon (FBgn0263110, exon 6 of 26)	1279	FBgn0263110	FBgn0263110	FBtr0307312						NA
AkaaF3Heat_REP2.mLb.clN_peak_1196	chr2L	13834790	13835575	+	18	NA	promoter-TSS (FBgn0028509)	-promoter-TSS (FBgn0028509)	-110	FBgn0260407	FBgn0260407	FBtr0080566						NA
AkaaF3Heat_REP2.mLb.clN_peak_10329	chrX	3317454	3317596	+	18	NA	intron (FBgn0000479, intron 1 of 10)	-intron (FBgn0000479, intron 4 of 14)	-1123	FBgn0029656	FBgn0029656	FBtr0070536						NA
AkaaF3Heat_REP2.mLb.clN_peak_11854	chrX	18468145	18468670	+	18	NA	intron (FBgn0052547, intron 1 of 6)	-intron (FBgn0052547, intron 1 of 6)	7589	FBgn0264394	FBgn0264394	FBtr0332402						NA
AkaaF3Heat_REP2.mLb.clN_peak_9624	chr3R	31302374	31302544	+	18	NA	TTS (FBgn0039840)	-TTS (FBgn0039840)	2925	FBgn0039840	FBgn0039840	FBtr0347502						NA
AkaaF3Heat_REP2.mLb.clN_peak_2512	chr2R	7911243	7911395	+	18	NA	intron (FBgn0050377, intron 3 of 3)	-intron (FBgn0050377, intron 4 of 4)	5159	FBgn0033232	FBgn0033232	FBtr0088889						NA
AkaaF3Heat_REP2.mLb.clN_peak_10371	chrX	3593245	3593401	+	18	NA	intron (FBgn0266429, intron 1 of 9)	-intron (FBgn0266429, intron 1 of 10)	18787	FBgn0266429	FBgn0266429	FBtr0333798						NA
AkaaF3Heat_REP2.mLb.clN_peak_779	chr2L	8385792	8386164	+	18	NA	promoter-TSS (FBgn0032036)	-promoter-TSS (FBgn0032036)	-161	FBgn0032036	FBgn0032036	FBtr0303471						NA
AkaaF3Heat_REP2.mLb.clN_peak_1235	chr2L	14174185	14174468	+	18	NA	intron (FBgn0263038, intron 1 of 5)	-intron (FBgn0263038, intron 1 of 5)	6360	FBgn0263038	FBgn0263038	FBtr0306927						NA
AkaaF3Heat_REP2.mLb.clN_peak_4249	chr2R	23284488	23284752	+	18	NA	promoter-TSS (FBgn0034840)	-promoter-TSS (FBgn0034840)	393	FBgn0034841	FBgn0034841	FBtr0343197						NA
AkaaF3Heat_REP2.mLb.clN_peak_4054	chr2R	21669873	21670170	+	18	NA	promoter-TSS (FBgn0034650)	-promoter-TSS (FBgn0034650)	-105	FBgn0034649	FBgn0034649	FBtr0071680						NA
AkaaF3Heat_REP2.mLb.clN_peak_6882	chr3L	24324792	24325023	+	18	NA	promoter-TSS (FBgn0287185)	-promoter-TSS (FBgn0287185)	41	FBgn0287185	FBgn0287185	FBtr0113473						NA
AkaaF3Heat_REP2.mLb.clN_peak_3452	chr2R	16027825	16028075	+	18	NA	promoter-TSS (FBgn0034068)	-promoter-TSS (FBgn0034068)	93	FBgn0034068	FBgn0034068	FBtr0087260						NA
AkaaF3Heat_REP2.mLb.clN_peak_1935	chr2L	21270409	21270692	+	18	NA	intron (FBgn0032938, intron 2 of 10)	-intron (FBgn0032938, intron 2 of 10)	7594	FBgn0032938	FBgn0032938	FBtr0346464						NA
AkaaF3Heat_REP2.mLb.clN_peak_3381	chr2R	15279277	15280024	+	18	NA	intron (FBgn0265194, intron 13 of 37)	-intron (FBgn0265194, intron 10 of 32)	15438	FBgn0265176	FBgn0265176	FBtr0339083						NA
AkaaF3Heat_REP2.mLb.clN_peak_12237	chrX	21566955	21567258	+	18	NA	Intergenic	Intergenic	-16696	FBgn0265922	FBgn0265922	FBtr0342860						NA
AkaaF3Heat_REP2.mLb.clN_peak_7284	chr3R	6338422	6338560	+	18	NA	Intergenic	Intergenic	-1604	FBgn0037430	FBgn0037430	FBtr0081708						NA
AkaaF3Heat_REP2.mLb.clN_peak_87	chr2L	759730	760008	+	18	NA	exon (FBgn0031275, exon 10 of 10)	-exon (FBgn0031275, exon 10 of 10)	7069	FBgn0031275	FBgn0031275	FBtr0343787						NA
AkaaF3Heat_REP2.mLb.clN_peak_7563	chr3R	8744568	8744770	+	18	NA	intron (FBgn0037623, intron 1 of 2)	-intron (FBgn0037623, intron 1 of 2)	3006	FBgn0037623	FBgn0037623	FBtr0081946						NA
